X,genus,species,Author,FamCode,GenCode,depth_zone,Vulnerability,length_m,Weight,commercial,DateEntered,depth_num,data_src
318,Acentronura,tentaculata,"Günther, 1870",258,10041,reef-associated,10,6.300000191,NA,NA,3/6/96,10.5,fbs
319,Acentrophryne,dolichonema,"Pietsch & Shimazaki, 2005",204,6349,bathypelagic,10,NA,NA,NA,9/14/05,653,fbs
320,Acentrophryne,longidens,"Regan, 1926",204,6349,bathypelagic,10,NA,NA,NA,3/27/02,NA,fbs
389,Achiroides,leucorhynchos,"Bleeker, 1851",441,3442,demersal,16.55,8,NA,NA,9/2/96,NA,fbs
390,Achiroides,melanorhynchus,"(Bleeker, 1850",441,3442,demersal,27.1,14,NA,NA,9/2/96,NA,fbs
391,Achiropsetta,tricholepis,"Norman, 1930",523,4977,demersal,28.02,39,NA,NA,1/23/93,603.5,fbs
392,Achirus,achirus,"(Linnaeus, 1758",516,188,demersal,36.05,37,1000,NA,3/5/93,10.5,fbs
393,Achirus,declivis,"Chabanaud, 1940",516,188,demersal,25.51,18.70000076,90.19999695,NA,6/14/99,NA,fbs
394,Achirus,klunzingeri,"(Steindachner, 1880",516,188,demersal,28.76,23,NA,1,6/9/95,27,fbs
395,Achirus,lineatus,"(Linnaeus, 1758",516,188,reef-associated,34.3,33.09999847,29.5,NA,5/2/91,10.5,fbs
396,Achirus,mazatlanus,"(Steindachner, 1869",516,188,demersal,12.88,22.5,NA,1,6/2/94,35,fbs
397,Achirus,mucuri,"Ramos, Ramos & Lopes, 2009",516,188,benthopelagic,16.89,9.029999733,NA,NA,5/20/09 23:30,NA,fbs
399,Achirus,scutum,"(Günther, 1862",516,188,demersal,31.83,28,NA,1,6/9/95,29.5,fbs
400,Achirus,zebrinus,"Clark, 1936",516,188,demersal,36.28,NA,NA,NA,6/14/99,NA,fbs
401,Achoerodus,gouldii,"(Richardson, 1843",362,1561,reef-associated,65.92,175,NA,1,8/6/95,35,fbs
402,Achoerodus,viridis,"(Steindachner, 1866",362,1561,reef-associated,68.09,62,NA,NA,1/18/99,20.5,fbs
409,Acipenser,brevirostrum,"Lesueur, 1818",32,2154,demersal,82.9,143,23000,1,5/1/91,29.5,fbs
412,Acipenser,gueldenstaedtii,"Brandt & Ratzeburg, 1833",32,2154,demersal,86.67,236,115000,1,11/5/91,51,fbs
413,Acipenser,medirostris,"Ayres, 1854",32,2154,demersal,79.94,270,159000,1,5/1/91,40,fbs
414,Acipenser,mikadoi,"Hilgendorf, 1892",32,2154,demersal,83.9,150,NA,1,5/1/91,NA,fbs
415,Acipenser,naccarii,"Bonaparte, 1836",32,2154,demersal,86.02,200,25000,1,3/19/91,25,fbs
416,Acipenser,nudiventris,"Lovetsky, 1828",32,2154,demersal,85,211,80000,1,3/19/91,45,fbs
417,Acipenser,oxyrinchus,"Mitchill, 1815",32,2154,demersal,85.21,403,NA,1,5/1/91,23.5,fbs
418,Acipenser,persicus,"Borodin, 1897",32,2154,demersal,85.41,255,70000,1,4/28/94,NA,fbs
420,Acipenser,schrenckii,"Brandt, 1869",32,2154,demersal,85.31,300,190000,1,7/29/92,NA,fbs
421,Acipenser,sinensis,"Gray, 1835",32,2154,demersal,78.5,130,6.00E+05,1,2/3/94,NA,fbs
422,Acipenser,stellatus,"Pallas, 1771",32,2154,demersal,64.48,250,80000,1,1/18/91,55,fbs
423,Acipenser,sturio,"Linnaeus, 1758",32,2154,demersal,88.08,600,4.00E+05,1,1/18/91,48.5,fbs
424,Acipenser,transmontanus,"Richardson, 1836",32,2154,demersal,87.37,610,816000,1,5/1/91,61.5,fbs
428,Acreichthys,hajam,"(Bleeker, 1851",517,10233,demersal,12.93,7,NA,NA,7/5/96,NA,fbs
429,Acreichthys,radiatus,"(Popta, 1900",517,10233,reef-associated,11.03,7,NA,NA,4/26/93,7,fbs
430,Acreichthys,tomentosus,"(Linnaeus, 1758",517,10233,reef-associated,15.57,14,NA,1,4/16/93,8.5,fbs
445,Acromycter,alcocki,"(Gilbert & Cramer, 1897",62,5238,benthopelagic,23.08,25.29999924,NA,NA,1/11/02,514,fbs
446,Acromycter,atlanticus,"Smith, 1989",62,5238,bathydemersal,24.97,29.5,NA,NA,1/11/02,571.5,fbs
447,Acromycter,longipectoralis,"Karmovskaya, 2004",62,5238,bathypelagic,20.58,NA,NA,NA,1/8/07,NA,fbs
448,Acromycter,nezumi,"(Asano, 1958",62,5238,demersal,30.59,40,NA,NA,5/21/96,NA,fbs
449,Acromycter,perturbator,"(Parr, 1932",62,5238,bathydemersal,28.75,NA,NA,NA,1/15/02,NA,fbs
450,Acropoma,argentistigma,"Okamoto & Ida, 2002",512,7555,pelagic-neritic,19.69,NA,NA,NA,11/15/02,NA,fbs
451,Acropoma,boholensis,"Yamanoue & Matsuura, 2002",512,7555,pelagic-neritic,23.53,13.19999981,NA,NA,4/10/02,NA,fbs
452,Acropoma,hanedai,"Matsubara, 1953",512,7555,benthopelagic,24.17,13.52000046,NA,1,3/29/94,225,fbs
453,Acropoma,japonicum,"Günther, 1859",512,7555,bathypelagic,24.95,20,NA,1,10/17/90,300,fbs
454,Acropoma,lecorneti,"Fourmanoir, 1988",512,7555,bathypelagic,41.98,35,NA,NA,3/26/02,NA,fbs
455,Acropoma,profundum,"Okamoto, 2014",512,7555,bathypelagic,10,NA,NA,NA,6/6/14,NA,fbs
482,Acroteriobatus,annulatus,"(Müller & Henle, 1841",17,7533,demersal,48.76,140,NA,1,6/2/92,NA,fbs
483,Acroteriobatus,blochii,"(Müller & Henle, 1841",17,7533,reef-associated,50.95,100,NA,NA,4/26/93,NA,fbs
484,Acroteriobatus,leucospilus,"(Norman, 1926",17,7533,demersal,61.12,120,NA,0,6/2/92,NA,fbs
485,Acroteriobatus,ocellatus,"(Norman, 1926",17,7533,demersal,47.83,81,NA,NA,11/10/95,122.5,fbs
486,Acroteriobatus,omanensis,"Last, Henderson & Naylor, 2016",17,7533,benthopelagic,36.15,60,NA,NA,5/15/17,NA,fbs
487,Acroteriobatus,salalah,"(Randall & Compagno, 1995",17,7533,demersal,42.8,78,NA,NA,9/12/96,NA,fbs
488,Acroteriobatus,variegatus,"(Nair & Lal Mohan, 1973",17,7533,demersal,47.8,75,NA,NA,10/30/00,25,fbs
489,Acroteriobatus,zanzibarensis,"(Norman, 1926",17,7533,demersal,41.65,75,NA,NA,10/30/00,NA,fbs
490,Aculeola,nigra,"de Buen, 1959",638,1951,demersal,47.06,60,NA,0,6/15/92,335,fbs
491,Acyrtops,amplicirrus,"Briggs, 1955",434,4625,demersal,15.01,1.860000014,NA,NA,4/24/01,NA,fbs
492,Acyrtops,beryllinus,"(Hildebrand & Ginsburg, 1927",434,4625,reef-associated,10,2.5,NA,NA,5/1/91,NA,fbs
493,Acyrtus,artius,"Briggs, 1955",434,6537,reef-associated,23.38,3,NA,NA,2/23/96,NA,fbs
494,Acyrtus,lanthanum,"Conway, Baldwin & White, 2014",434,6537,benthopelagic,18.58,2.380000114,NA,NA,7/27/16,3.5,fbs
495,Acyrtus,pauciradiatus,"Sampaio, de Anchieta, Nunes & Mendes, 2004",434,6537,demersal,12.66,1.629999995,NA,NA,7/6/05,NA,fbs
496,Acyrtus,rubiginosus,"(Poey, 1868",434,6537,demersal,22.29,3.5,NA,NA,2/26/96,2,fbs
497,Adelosebastes,latens,"Eschmeyer, Abe & Nakano, 1979",573,4458,bathydemersal,54.74,30,NA,NA,6/24/96,1050,fbs
498,Adelotremus,deloachi,"Smith-Vaniz, 2017",392,11065,pelagic-neritic,10,3.5,NA,NA,10/16/18,13.5,fbs
499,Adelotremus,leptus,"Smith-Vaniz & Rose, 2012",392,11065,pelagic-neritic,10,NA,NA,NA,6/23/14,8,fbs
510,Adventor,elongatus,"(Whitley, 1952",268,9786,demersal,10,NA,NA,NA,9/4/97,NA,fbs
512,Aeoliscus,punctulatus,"(Bianconi, 1854",256,5107,reef-associated,24.15,15,NA,NA,4/30/93,NA,fbs
513,Aeoliscus,strigatus,"(Günther, 1861",256,5107,reef-associated,24.15,15,NA,0,11/3/92,22,fbs
531,Aesopia,cornuta,"Kaup, 1858",441,4299,reef-associated,38.6,25,NA,1,4/16/93,54,fbs
532,Aetapcus,maculatus,"(Günther, 1861",269,9785,demersal,10.66,21,NA,NA,8/8/94,NA,fbs
533,Aethaloperca,rogaa,"(Forsskål, 1775",289,3048,reef-associated,48.76,60,NA,1,10/6/92,31.5,fbs
534,Aetheliparis,taurocanis,"Stein, 2012",615,11026,bathypelagic,10,NA,NA,NA,1/8/13,800,fbs
535,Aethotaxis,mitopteryx,"DeWitt, 1962",382,6107,bathypelagic,68.03,42,NA,0,1/23/93,NA,fbs
536,Aetobatus,flagellum,"(Bloch & Schneider, 1801",717,3987,benthopelagic,71.25,72,13930,1,3/5/94,NA,fbs
537,Aetobatus,laticeps,"Gill, 1865",717,3987,benthopelagic,90,230,NA,NA,7/4/19,NA,fbs
538,Aetobatus,narinari,"(Euphrasen, 1790",717,3987,benthopelagic,75.13,230,230000,1,10/17/90,40.5,fbs
539,Aetobatus,narutobiei,"White, Furumitsu & Yamaguchi, 2013",717,3987,benthopelagic,66.88,100,14400,NA,2/28/14,NA,fbs
540,Aetobatus,ocellatus,"(Kuhl, 1823",717,3987,benthopelagic,90,300,2.00E+05,NA,12/22/94,50.5,fbs
541,Aetomylaeus,asperrimus,"(Gilbert, 1898",22,7685,demersal,60.27,79,NA,NA,6/1/95,NA,fbs
542,Aetomylaeus,bovinus,"(Geoffroy Saint-Hilaire, 1817",22,7685,benthopelagic,58.88,NA,116000,1,2/11/92,80,fbs
543,Aetomylaeus,caeruleofasciatus,"White, Last & Baje, 2015",22,7685,pelagic-neritic,60.52,59.09999847,NA,NA,7/27/16,63.5,fbs
544,Aetomylaeus,maculatus,"(Gray, 1834",22,7685,reef-associated,58.88,200,NA,1,12/21/94,9.5,fbs
545,Aetomylaeus,milvus,"(Müller & Henle, 1841",22,7685,benthopelagic,69.1,NA,NA,NA,12/21/94,NA,fbs
546,Aetomylaeus,nichofii,"(Bloch & Schneider, 1801",22,7685,demersal,60.52,65,NA,1,5/10/94,35.5,fbs
547,Aetomylaeus,vespertilio,"(Bleeker, 1852",22,7685,benthopelagic,58.41,240,NA,1,12/22/94,55.5,fbs
551,Afurcagobius,suppositus,"(Sauvage, 1880",405,1057,benthopelagic,24.45,11,NA,NA,8/7/00,NA,fbs
566,Agonomalus,jordani,"Jordan & Starks, 1904",283,4059,demersal,29.78,18,NA,NA,6/26/96,57.5,fbs
567,Agonomalus,mozinoi,"Wilimovsky & Wilson, 1979",283,4059,demersal,19.5,8.899999619,NA,NA,5/1/91,6,fbs
568,Agonomalus,proboscidalis,"(Valenciennes, 1858",283,4059,demersal,31.6,20,NA,NA,5/10/95,61,fbs
569,Agonopsis,asperoculis,"Thompson, 1916",283,1437,demersal,33.8,NA,NA,NA,3/15/05,19,fbs
570,Agonopsis,chiloensis,"(Jenyns, 1840",283,1437,demersal,29.38,12.5,NA,0,3/27/95,201.5,fbs
571,Agonopsis,sterletus,"(Gilbert, 1898",283,1437,demersal,27.08,15,NA,0,5/1/91,66.5,fbs
572,Agonopsis,vulsa,"(Jordan & Gilbert, 1880",283,1437,demersal,31.13,20,NA,NA,5/1/91,81.5,fbs
574,Agonostomus,telfairii,"Bennett, 1832",359,3126,pelagic-neritic,57.01,75,NA,1,4/16/93,NA,fbs
575,Agonus,cataphractus,"(Linnaeus, 1758",283,1749,demersal,26.21,21,NA,0,10/17/90,135,fbs
577,Agrostichthys,parkeri,"(Benham, 1904",226,7999,pelagic-oceanic,84,300,NA,NA,3/5/96,NA,fbs
581,Ahlia,egmontis,"(Jordan, 1884",66,6663,reef-associated,30.12,NA,NA,NA,5/1/91,19,fbs
582,Ahliesaurus,berryi,"Bertelsen, Krefft & Marshall, 1976",470,9512,bathypelagic,22.82,26.89999962,NA,0,3/7/94,1000,fbs
583,Ahliesaurus,brevis,"Bertelsen, Krefft & Marshall, 1976",470,9512,bathypelagic,15.62,21,NA,NA,5/15/96,1500,fbs
584,Aiakas,kreffti,"Gosztonyi, 1977",188,4681,bathydemersal,51.2,30.10000038,NA,NA,4/24/98,720,fbs
585,Aiakas,zinorum,"Anderson & Gosztonyi, 1991",188,4681,bathydemersal,26.6,8.699999809,NA,NA,4/24/98,590,fbs
586,Aidablennius,sphynx,"(Valenciennes, 1836",392,3633,demersal,15.01,8,NA,NA,1/20/97,NA,fbs
589,Aioliops,brachypterus,"Rennis & Hoese, 1987",405,7662,reef-associated,10,2.400000095,NA,NA,4/2/02,6.5,fbs
590,Aioliops,megastigma,"Rennis & Hoese, 1987",405,7662,reef-associated,10,3,NA,NA,4/2/02,6,fbs
591,Aioliops,novaeguineae,"Rennis & Hoese, 1987",405,7662,reef-associated,10,2.299999952,NA,NA,9/22/97,6,fbs
592,Aioliops,tetrophthalmus,"Rennis & Hoese, 1987",405,7662,reef-associated,10,NA,NA,NA,8/7/03,2,fbs
593,Akarotaxis,nudiceps,"(Waite, 1916",383,6269,bathydemersal,10,13,NA,0,1/23/93,643,fbs
597,Akko,brevis,"(Günther, 1864",405,10072,demersal,20.6,NA,NA,NA,11/5/99,NA,fbs
600,Alabes,bathys,"Hutchins, 2006",434,3513,bathydemersal,27.84,3.900000095,NA,NA,8/4/08,254,fbs
601,Alabes,brevis,"Springer & Fraser, 1976",434,3513,demersal,14.86,2.299999952,NA,NA,4/3/00,NA,fbs
602,Alabes,dorsalis,"(Richardson, 1845",434,3513,demersal,36.14,12,NA,NA,2/9/99,5,fbs
603,Alabes,elongata,"Hutchins & Morrison, 2004",434,3513,demersal,39.92,9.199999809,NA,NA,4/21/06,7.5,fbs
604,Alabes,gibbosa,"Hutchins & Morrison, 2004",434,3513,demersal,39.92,9.100000381,NA,NA,4/21/06,3,fbs
605,Alabes,hoesei,"Springer & Fraser, 1976",434,3513,demersal,24.94,4.5,NA,NA,2/9/99,NA,fbs
606,Alabes,obtusirostris,"Hutchins & Morrison, 2004",434,3513,reef-associated,30.91,4.599999905,NA,NA,4/27/06,46.5,fbs
607,Alabes,occidentalis,"Hutchins & Morrison, 2004",434,3513,demersal,28.44,4,NA,NA,4/27/06,2.5,fbs
608,Alabes,parvula,"(McCulloch, 1909",434,3513,demersal,26.52,5,NA,NA,9/10/97,4.5,fbs
609,Alabes,scotti,"Hutchins & Morrison, 2004",434,3513,reef-associated,31.74,4.800000191,NA,NA,5/4/06,35,fbs
610,Alabes,springeri,"Hutchins, 2006",434,3513,demersal,24.04,3.099999905,NA,NA,8/4/08,5,fbs
611,Albatrossia,pectoralis,"(Gilbert, 1892",185,4776,bathydemersal,70.01,210,86000,1,10/14/93,1820,fbs
612,Albula,argentea,"(Forster, 1801",48,1008,demersal,47.37,70,NA,NA,9/10/01,46,fbs
613,Albula,esuncula,"(Garman, 1899",48,1008,reef-associated,28.67,32,NA,NA,5/21/10,NA,fbs
614,Albula,gilberti,"Pfeiler & van der Heiden, 2011",48,1008,benthopelagic,23.81,25.70000076,NA,NA,11/3/11 20:34,NA,fbs
616,Albula,goreensis,"Valenciennes, 1847",48,1008,reef-associated,47.76,NA,NA,NA,1/28/15,NA,fbs
617,Albula,koreana,"Kwun & Kim, 2011",48,1008,pelagic-neritic,30.48,35.00999832,NA,NA,6/6/11 18:24,NA,fbs
619,Albula,oligolepis,"Hidaka, Iwatsuki & Randall, 2008",48,1008,reef-associated,30.93,35.40000153,NA,NA,6/3/08,NA,fbs
620,Albula,pacifica,"(Beebe, 1942",48,1008,demersal,47.76,NA,NA,NA,8/25/14,NA,fbs
621,Albula,virgata,"Jordan & Jordan, 1922",48,1008,reef-associated,28.7,32.20000076,NA,NA,6/3/08,NA,fbs
622,Albula,vulpes,"(Linnaeus, 1758",48,1008,reef-associated,42.66,104,10000,1,10/17/90,42,fbs
706,Alcichthys,elongatus,"(Steindachner, 1881",277,6223,demersal,64.91,44,1000,NA,10/14/03,142,fbs
707,Alcockia,rostrata,"(Günther, 1887",186,9469,bathypelagic,39.87,35,NA,0,5/21/99,3400.5,fbs
712,Aldrichetta,forsteri,"(Valenciennes, 1836",359,10526,demersal,29.1,50,950,1,3/31/95,25,fbs
713,Aldrovandia,affinis,"(Günther, 1877",71,6340,benthopelagic,31.9,55,NA,NA,2/26/93,1645,fbs
714,Aldrovandia,gracilis,"Goode & Bean, 1896",71,6340,bathypelagic,31.9,55,NA,NA,3/5/94,1510,fbs
715,Aldrovandia,mediorostris,"(Günther, 1887",71,6340,bathypelagic,35.84,43,NA,NA,5/15/02,1057.5,fbs
716,Aldrovandia,oleosa,"Sulak, 1977",71,6340,bathypelagic,30.66,52,NA,NA,3/5/94,1550,fbs
717,Aldrovandia,phalacra,"(Vaillant, 1888",71,6340,benthopelagic,29.86,50,NA,NA,3/5/94,1400,fbs
718,Aldrovandia,rostrata,"(Günther, 1878",71,6340,bathypelagic,29.97,50.79999924,NA,NA,3/6/94,3859.5,fbs
719,Alectis,alexandrina,"(Geoffroy Saint-Hilaire, 1817",314,2433,pelagic-neritic,52.36,100,3170,1,11/10/90,NA,fbs
720,Alectis,ciliaris,"(Bloch, 1787",314,2433,reef-associated,71.04,150,22900,1,10/17/90,80,fbs
721,Alectis,indica,"(Rüppell, 1830",314,2433,reef-associated,61.72,165,25000,1,10/17/90,60,fbs
722,Alectrias,alectrolophus,"(Pallas, 1814",393,6332,demersal,31.13,10,NA,NA,5/1/91,50,fbs
723,Alectrias,benjamini,"Jordan & Snyder, 1902",393,6332,demersal,31.13,10,NA,NA,8/18/96,10,fbs
724,Alectrias,cirratus,"(Lindberg, 1938",393,6332,demersal,25.54,10,NA,NA,12/7/98,2.5,fbs
725,Alectrias,gallinus,"(Lindberg, 1938",393,6332,demersal,30.09,NA,NA,NA,9/18/03,50,fbs
726,Alectrias,markevichi,"Sheiko, 2012",393,6332,pelagic-neritic,24.28,6.599999905,NA,NA,7/3/14,25,fbs
727,Alectrias,mutsuensis,"Shiogaki, 1985",393,6332,demersal,27.51,8.199999809,NA,NA,7/11/00,30,fbs
728,Alectridium,aurantiacum,"Gilbert & Burke, 1912",393,2638,benthopelagic,34.98,13.30000019,NA,NA,5/1/91,28,fbs
729,Alepes,apercna,"Grant, 1987",314,1495,demersal,23.82,29.5,NA,1,10/6/95,42.5,fbs
730,Alepes,djedaba,"(Forsskål, 1775",314,1495,reef-associated,24.73,40,124,1,11/10/90,NA,fbs
731,Alepes,kleinii,"(Bloch, 1793",314,1495,reef-associated,16.09,18.20000076,NA,1,11/10/90,NA,fbs
732,Alepes,melanoptera,"(Swainson, 1839",314,1495,pelagic-neritic,17.3,25,NA,1,11/10/90,NA,fbs
733,Alepes,vari,"(Cuvier, 1833",314,1495,pelagic-neritic,34.74,56,NA,1,11/10/90,5,fbs
735,Alepisaurus,brevirostris,"Gibbs, 1960",171,7948,bathypelagic,51.99,96,NA,NA,5/1/91,1115.5,fbs
736,Alepisaurus,ferox,"Lowe, 1833",171,7948,bathypelagic,82.94,215,9000,NA,10/17/90,915,fbs
737,Alepocephalus,agassizii,"Goode & Bean, 1883",86,960,bathydemersal,78.29,123,NA,1,3/7/94,1550,fbs
738,Alepocephalus,andersoni,"Fowler, 1934",86,960,bathydemersal,66.28,NA,NA,NA,3/6/02,NA,fbs
739,Alepocephalus,antipodianus,"(Parrott, 1948",86,960,bathydemersal,65.53,66.19999695,NA,NA,3/6/02,795,fbs
740,Alepocephalus,asperifrons,"Garman, 1899",86,960,bathydemersal,66.28,NA,NA,NA,3/6/02,1649,fbs
741,Alepocephalus,australis,"Barnard, 1923",86,960,bathydemersal,67.41,69,NA,1,3/7/94,1800,fbs
742,Alepocephalus,bairdii,"Goode & Bean, 1879",86,960,bathydemersal,69.75,100,NA,1,10/17/90,1032.5,fbs
743,Alepocephalus,bicolor,"Alcock, 1891",86,960,bathydemersal,43.72,29,NA,NA,3/12/93,759.5,fbs
744,Alepocephalus,blanfordii,"Alcock, 1892",86,960,benthopelagic,66.28,NA,NA,NA,3/6/02,1950,fbs
745,Alepocephalus,dentifer,"Sazonov & Ivanov, 1979",86,960,bathydemersal,44.89,30.5,NA,NA,5/18/03,1630,fbs
746,Alepocephalus,fundulus,"Garman, 1899",86,960,bathydemersal,33.49,18,NA,NA,3/7/02,2692,fbs
747,Alepocephalus,longiceps,"Lloyd, 1909",86,960,bathydemersal,31.27,16,NA,NA,5/2/96,NA,fbs
748,Alepocephalus,longirostris,"Okamura & Kawanishi, 1984",86,960,bathydemersal,54.16,41,NA,NA,5/2/96,1268.5,fbs
749,Alepocephalus,melas,"de Buen, 1961",86,960,bathydemersal,66.28,NA,NA,NA,2/8/00,NA,fbs
750,Alepocephalus,owstoni,"Tanaka, 1908",86,960,bathydemersal,53.72,40,NA,NA,5/2/96,800,fbs
751,Alepocephalus,planifrons,"Sazonov, 1993",86,960,bathydemersal,45.82,NA,NA,NA,3/8/02,575,fbs
752,Alepocephalus,productus,"Gill, 1883",86,960,bathydemersal,54.16,41,NA,0,5/5/94,2325,fbs
753,Alepocephalus,rostratus,"Risso, 1820",86,960,bathydemersal,69.64,50,NA,0,2/14/92,1275,fbs
754,Alepocephalus,tenebrosus,"Gilbert, 1892",86,960,bathydemersal,43,61,NA,NA,6/30/94,2773,fbs
755,Alepocephalus,triangularis,"Okamura & Kawanishi, 1984",86,960,bathydemersal,39.21,24,NA,NA,5/2/96,1070,fbs
756,Alepocephalus,umbriceps,"Jordan & Thompson, 1914",86,960,bathydemersal,65.5,63,NA,NA,5/2/96,1250,fbs
757,Alertichthys,blacki,"Moreland, 1960",275,7877,bathydemersal,35.46,NA,NA,NA,3/6/98,503.5,fbs
782,Alloblennius,pictus,"(Lotan, 1970",392,4057,demersal,10,2.599999905,NA,NA,4/28/99,NA,fbs
783,Allocareproctus,jordani,"(Burke, 1930",615,8670,bathydemersal,34.27,34,730,0,6/29/96,353,fbs
784,Allocareproctus,kallaion,"Orr & Busby, 2006",615,8670,bathydemersal,29.9,19.5,NA,NA,11/13/06,368,fbs
785,Allocareproctus,tanix,"Orr & Busby, 2006",615,8670,bathydemersal,13.37,NA,NA,NA,11/13/06,362,fbs
786,Allocareproctus,unangas,"Orr & Busby, 2006",615,8670,bathydemersal,22.76,NA,NA,NA,11/13/06,337.5,fbs
787,Allocareproctus,ungak,"Orr & Busby, 2006",615,8670,bathydemersal,22.42,12.93000031,NA,NA,11/13/06,389.5,fbs
788,Alloclinus,holderi,"(Lauderbach, 1907",482,2507,demersal,10,10,NA,NA,5/1/91,NA,fbs
789,Allocyttus,folletti,"Myers, 1960",250,9151,bathydemersal,65.57,42,1300,NA,7/5/94,549,fbs
790,Allocyttus,guineensis,"Trunov & Kukuev, 1982",250,9151,bathypelagic,57.59,23.20000076,NA,NA,3/7/94,1065,fbs
791,Allocyttus,niger,"James, Inada & Nakamura, 1988",250,9151,bathypelagic,69.26,47,1500,1,4/11/95,930,fbs
792,Allocyttus,verrucosus,"(Gilchrist, 1906",250,9151,bathypelagic,68.75,42.5,2000,1,3/7/94,900,fbs
797,Allomicrodesmus,dorotheae,"Schultz, 1966",404,2987,reef-associated,10,NA,NA,NA,4/23/96,NA,fbs
807,Allomycterus,pilatus,"Whitley, 1931",449,9937,demersal,40.85,50,NA,NA,8/13/95,155,fbs
809,Allosmerus,elongatus,"(Ayres, 1854",80,8446,demersal,31.88,22.89999962,NA,NA,5/1/91,52,fbs
810,Allothunnus,fallai,"Serventy, 1948",416,8307,pelagic-oceanic,51.46,105,13700,1,10/17/90,10,fbs
819,Alopias,pelagicus,"Nakamura, 1935",486,6653,pelagic-oceanic,73.16,428,NA,1,6/15/92,150,fbs
820,Alopias,superciliosus,"Lowe, 1841",486,6653,pelagic-oceanic,83.57,487.9849854,363800,1,6/15/92,365,fbs
821,Alopias,vulpinus,"(Bonnaterre, 1788",486,6653,pelagic-oceanic,72.87,573.2999878,348000,1,6/15/92,325,fbs
822,Alosa,aestivalis,"(Mitchill, 1814",43,4924,pelagic-neritic,50.78,40,200,1,10/17/90,30,fbs
824,Alosa,alabamae,"Jordan & Evermann, 1896",43,4924,pelagic-neritic,45.76,51,NA,1,10/17/90,NA,fbs
825,Alosa,algeriensis,"Regan, 1916",43,4924,pelagic-neritic,45.69,43.5,NA,NA,10/21/09,NA,fbs
826,Alosa,alosa,"(Linnaeus, 1758",43,4924,pelagic-neritic,35.65,69,4000,1,10/17/90,155,fbs
828,Alosa,caspia,"(Eichwald, 1838",43,4924,pelagic-neritic,34.04,32,250,1,10/17/90,NA,fbs
829,Alosa,chrysochloris,"(Rafinesque, 1820",43,4924,pelagic-neritic,45.69,50,1700,1,10/17/90,NA,fbs
831,Alosa,fallax,"(Lacepède, 1803",43,4924,pelagic-neritic,49.56,60,1500,1,10/17/90,205,fbs
832,Alosa,immaculata,"Bennett, 1835",43,4924,pelagic-neritic,34.65,39,NA,1,10/17/90,46.5,fbs
833,Alosa,kessleri,"(Grimm, 1887",43,4924,pelagic-oceanic,30.73,52,1200,1,10/17/90,42.5,fbs
836,Alosa,maeotica,"(Grimm, 1901",43,4924,pelagic-neritic,31.25,32,NA,1,10/17/90,NA,fbs
837,Alosa,mediocris,"(Mitchill, 1814",43,4924,pelagic-neritic,41.1,60,NA,1,10/17/90,NA,fbs
838,Alosa,pseudoharengus,"(Wilson, 1811",43,4924,pelagic-neritic,29.18,40,200,1,10/17/90,75,fbs
839,Alosa,sapidissima,"(Wilson, 1811",43,4924,pelagic-neritic,50.23,76,5500,1,10/17/90,125,fbs
843,Alosa,tanaica,"(Grimm, 1901",43,4924,pelagic-neritic,30.18,24.60000038,59,NA,4/30/98,60,fbs
846,Alphestes,afer,"(Bloch, 1793",289,8032,reef-associated,33.13,33,NA,1,1/26/94,16,fbs
847,Alphestes,immaculatus,"Breder, 1936",289,8032,demersal,31.76,30,NA,0,1/26/94,25.5,fbs
848,Alphestes,multiguttatus,"(Günther, 1867",289,8032,demersal,31.76,30,NA,0,1/27/94,NA,fbs
854,Alticus,anjouanae,"(Fourmanoir, 1955",392,1007,demersal,14.62,7.619999886,NA,NA,6/14/99,NA,fbs
855,Alticus,arnoldorum,"(Curtiss, 1938",392,1007,reef-associated,15.01,8,NA,NA,7/10/00,NA,fbs
856,Alticus,kirkii,"(Günther, 1868",392,1007,demersal,21.46,11,NA,NA,2/20/98,NA,fbs
857,Alticus,magnusi,"(Klausewitz, 1964",392,1007,demersal,20.98,NA,NA,NA,5/4/15,NA,fbs
858,Alticus,monochrus,"Bleeker, 1869",392,1007,demersal,19.5,10,NA,0,5/4/94,NA,fbs
859,Alticus,montanoi,"(Sauvage, 1880",392,1007,demersal,19.5,10,NA,NA,7/3/02,NA,fbs
860,Alticus,orientalis,"Tomiyama, 1955",392,1007,benthopelagic,20.92,8.75,NA,NA,5/13/15,NA,fbs
861,Alticus,saliens,"(Forster, 1788",392,1007,demersal,19.5,10,NA,NA,7/15/92,1,fbs
862,Alticus,sertatus,"(Garman, 1903",392,1007,reef-associated,15.01,8,NA,NA,8/18/05,2.5,fbs
863,Alticus,simplicirrus,"Smith-Vaniz & Springer, 1971",392,1007,reef-associated,26.5,12,NA,NA,10/1/03,NA,fbs
866,Altrichthys,azurelineatus,"(Fowler & Bean, 1928",350,6999,reef-associated,16.21,6.5,NA,NA,7/22/94,5.5,fbs
867,Altrichthys,curatus,"Allen, 1999",350,6999,reef-associated,13.37,6.5,NA,NA,10/22/02,5.5,fbs
868,Aluterus,heudelotii,"Hollard, 1855",517,5905,demersal,38.37,45,NA,NA,5/2/91,1001.5,fbs
869,Aluterus,monoceros,"(Linnaeus, 1758",517,5905,reef-associated,47.86,76.19999695,2710,1,5/2/91,40.5,fbs
