X,genus,species,Author,FamCode,GenCode,depth_zone,Vulnerability,length_m,Weight,commercial,DateEntered,depth_num,data_src
25801,Planiliza,klunzingeri,"(Day, 1888",359,5876,demersal,26.57,20,NA,1,2/19/98,NA,fbs
25802,Planiliza,macrolepis,"(Smith, 1846",359,5876,demersal,60.01,60,NA,1,12/18/91,NA,fbs
25803,Planiliza,mandapamensis,"(Thomson, 1997",359,5876,demersal,41.86,NA,NA,NA,7/15/03,NA,fbs
25804,Planiliza,melinoptera,"(Valenciennes, 1836",359,5876,reef-associated,42.36,30,NA,1,6/11/92,2.5,fbs
25805,Planiliza,ordensis,"(Whitley, 1945",359,5876,demersal,33.92,NA,NA,NA,12/11/20,NA,fbs
25806,Planiliza,parsia,"(Hamilton, 1822",359,5876,demersal,23.67,16,NA,1,10/21/91,NA,fbs
25807,Planiliza,persica,"(Senou, Randall & Okiyama, 1995",359,5876,demersal,32.96,30,NA,NA,2/22/98,NA,fbs
25808,Planiliza,planiceps,"(Valenciennes, 1836",359,5876,demersal,48.38,70,NA,1,12/18/91,NA,fbs
25809,Planiliza,subviridis,"(Valenciennes, 1836",359,5876,demersal,52.72,40,NA,1,12/18/91,2.5,fbs
25810,Planiliza,tade,"(Fabricius, 1775",359,5876,demersal,33.92,NA,NA,NA,12/17/20,NA,fbs
25812,Planonasus,indicus,"Ebert, Akhilesh & Weigmann, 2018",498,11029,bathydemersal,29.32,64,NA,NA,7/1/19,600,fbs
25813,Planonasus,parini,"Weigmann, Stehmann & Thiel, 2013",498,11029,bathydemersal,41.21,NA,560,NA,1/30/13,1060,fbs
25821,Platax,batavianus,"Cuvier, 1831",340,5641,reef-associated,57.98,65,NA,NA,6/8/94,22.5,fbs
25822,Platax,boersii,"Bleeker, 1853",340,5641,reef-associated,35.08,40,NA,NA,7/28/95,25.5,fbs
25823,Platax,orbicularis,"(Forsskål, 1775",340,5641,reef-associated,44.84,60,NA,1,6/11/92,17.5,fbs
25824,Platax,pinnatus,"(Linnaeus, 1758",340,5641,reef-associated,36.85,45,NA,1,6/11/92,22.5,fbs
25825,Platax,teira,"(Forsskål, 1775",340,5641,reef-associated,52.42,70,NA,1,6/11/92,14,fbs
25826,Platichthys,bicoloratus,"(Basilewsky, 1855",440,559,demersal,32.46,50,NA,1,11/8/93,NA,fbs
25827,Platichthys,flesus,"(Linnaeus, 1758",440,559,demersal,42.42,60,2930,1,10/17/90,50.5,fbs
25829,Platichthys,stellatus,"(Pallas, 1787",440,559,demersal,50.55,91,9100,1,5/2/91,187.5,fbs
25831,Platybelone,argalus annobonensis,"Collette & Parin, 1970",207,4662,pelagic-neritic,38.65,23,NA,1,3/6/94,NA,fbs
25832,Platybelone,argalus argalus,"(Lesueur, 1821",207,4662,reef-associated,39.42,50,NA,0,10/17/90,NA,fbs
25833,Platybelone,argalus platyura,"(Bennett, 1832",207,4662,reef-associated,38.22,45,NA,0,10/17/90,1,fbs
25834,Platybelone,argalus pterura,"(Osburn & Nichols, 1916",207,4662,pelagic-oceanic,38.76,40,NA,1,6/19/95,NA,fbs
25835,Platybelone,lovii,"(Günther, 1866",207,4662,pelagic-oceanic,38.65,24,NA,0,3/6/94,NA,fbs
25836,Platybelone,platura,"(Rüppell, 1837",207,4662,pelagic-neritic,36.38,45,NA,NA,8/15/01,NA,fbs
25837,Platybelone,trachura,"(Valenciennes, 1846",207,4662,pelagic-neritic,38.22,32,NA,0,4/2/93,NA,fbs
25838,Platyberyx,andriashevi,"(Kukuev, Parin & Trunov, 2012",320,2207,bathypelagic,12.57,18.5,NA,NA,8/7/14,1124,fbs
25839,Platyberyx,mauli,"Kukuev, Parin & Trunov, 2012",320,2207,bathypelagic,10,14,NA,NA,8/7/14,NA,fbs
25840,Platyberyx,opalescens,"Zugmayer, 1911",320,2207,bathypelagic,10,8,NA,NA,4/18/96,1000.5,fbs
25841,Platyberyx,paucus,"Stevenson & Kenaley, 2013",320,2207,bathypelagic,10,10,NA,NA,4/23/15,NA,fbs
25842,Platyberyx,pietschi,"Stevenson & Kenaley, 2013",320,2207,bathypelagic,10,9.300000191,NA,NA,4/23/15,375.5,fbs
25843,Platyberyx,rhyton,"Stevenson & Kenaley, 2013",320,2207,bathypelagic,10,NA,NA,NA,4/23/15,NA,fbs
25844,Platycephalus,aurimaculatus,"Knapp, 1987",273,5315,demersal,34.72,55,NA,NA,5/4/99,85,fbs
25845,Platycephalus,bassensis,"Cuvier, 1829",273,5315,demersal,48.34,46,3100,1,12/22/91,50.5,fbs
25846,Platycephalus,caeruleopunctatus,"McCulloch, 1922",273,5315,demersal,49.65,45,NA,NA,12/22/91,70,fbs
25847,Platycephalus,chauliodous,"Knapp, 1991",273,5315,demersal,59.6,NA,NA,NA,6/15/99,6.5,fbs
25848,Platycephalus,conatus,"Waite & McCulloch, 1915",273,5315,demersal,53.45,70,NA,1,7/31/95,280,fbs
25849,Platycephalus,cultellatus,"Richardson, 1846",273,5315,demersal,59.6,NA,NA,NA,6/15/99,NA,fbs
25850,Platycephalus,endrachtensis,"Quoy & Gaimard, 1825",273,5315,demersal,35.64,45,4990,NA,6/14/94,NA,fbs
25851,Platycephalus,fuscus,"Cuvier, 1829",273,5315,demersal,35.53,120,15000,1,9/17/98,15,fbs
25852,Platycephalus,grandispinis,"Cuvier, 1829",273,5315,demersal,25.97,38,NA,NA,7/31/95,42.5,fbs
25853,Platycephalus,indicus,"(Linnaeus, 1758",273,5315,reef-associated,34.86,100,3500,1,10/17/90,110,fbs
25854,Platycephalus,laevigatus,"Cuvier, 1829",273,5315,demersal,34.09,50,NA,NA,4/23/99,NA,fbs
25855,Platycephalus,marmoratus,"Stead, 1908",273,5315,demersal,31.94,36,NA,NA,4/23/99,NA,fbs
25856,Platycephalus,micracanthus,"Sauvage, 1873",273,5315,demersal,59.6,NA,NA,NA,6/15/99,NA,fbs
25857,Platycephalus,orbitalis,"Imamura & Knapp, 2009",273,5315,benthopelagic,50.93,33.34000015,NA,NA,12/21/09,97,fbs
25858,Platycephalus,richardsoni,"Castelnau, 1872",273,5315,demersal,39.3,65,3000,1,11/4/91,205,fbs
25859,Platycephalus,speculator,"Klunzinger, 1872",273,5315,demersal,40.56,90,NA,0,5/1/91,15.5,fbs
25860,Platycephalus,westraliae,"(Whitley, 1938",273,5315,demersal,32.99,55.29999924,NA,NA,7/1/11,NA,fbs
25867,Platygillellus,altivelis,"Dawson, 1974",380,10563,demersal,10,4.400000095,NA,NA,3/2/98,20,fbs
25868,Platygillellus,brasiliensis,"Feitoza, 2002",380,10563,demersal,10,4.139999866,NA,NA,7/21/03,1.5,fbs
25869,Platygillellus,bussingi,"Dawson, 1974",380,10563,demersal,10,5,NA,NA,3/2/98,8,fbs
25870,Platygillellus,rubellulus,"(Kendall & Radcliffe, 1912",380,10563,demersal,10,6.199999809,NA,NA,2/11/99,10,fbs
25871,Platygillellus,rubrocinctus,"(Longley, 1934",380,10563,reef-associated,10,6.400000095,NA,NA,5/1/91,15,fbs
25872,Platygillellus,smithi,"Dawson, 1982",380,10563,demersal,10,3.400000095,NA,0,12/8/98,4,fbs
25874,Platygobiopsis,akihito,"Springer & Randall, 1992",405,9224,demersal,23.16,13,NA,NA,2/6/95,17.5,fbs
25875,Platygobiopsis,dispar,"Prokofiev, 2008",405,9224,demersal,14.21,6.5,NA,NA,12/27/08,NA,fbs
25876,Platygobiopsis,hadiatyae,"Larson, Jaafar, Tan & Peristiwady, 2020",405,9224,benthopelagic,10,4.300000191,NA,NA,10/19/20,177,fbs
25877,Platygobiopsis,tansei,"Okiyama, 2008",405,9224,demersal,10.53,4.679999828,NA,NA,4/23/08,98,fbs
25881,Platyrhina,hyugaensis,"Iwatsuki, Miyamoto & Nakaya, 2011",710,2729,pelagic-neritic,33.17,NA,NA,NA,2/23/11,25.5,fbs
25882,Platyrhina,psomadakisi,"White & Last, 2016",710,2729,benthopelagic,20,38,NA,NA,5/25/17,110,fbs
25883,Platyrhina,sinensis,"(Bloch & Schneider, 1801",710,2729,demersal,40.61,68,NA,NA,3/18/94,NA,fbs
25884,Platyrhina,tangi,"Iwatsuki, Zhang & Nakaya, 2011",710,2729,pelagic-neritic,47.4,68,NA,NA,2/23/11,NA,fbs
25885,Platyrhinoidis,triseriata,"(Jordan & Gilbert, 1880",710,4123,demersal,50.86,91,NA,NA,5/1/91,68.5,fbs
25895,Platytroctes,apus,"Günther, 1878",87,7692,bathypelagic,11.96,18,NA,NA,6/28/94,2889,fbs
25896,Platytroctes,mirus,"(Lloyd, 1909",87,7692,bathypelagic,10,12,NA,NA,6/28/94,NA,fbs
25904,Plecoglossus,altivelis,"(Temminck & Schlegel, 1846",81,5078,demersal,29.96,70,NA,1,10/17/90,NA,fbs
25905,Plectobranchus,evides,"Gilbert, 1890",747,8729,demersal,29.46,13,NA,NA,5/1/91,226,fbs
25906,Plectorhinchus,albovittatus,"(Rüppell, 1838",327,3342,reef-associated,67.31,100,NA,NA,8/13/92,26,fbs
25907,Plectorhinchus,caeruleonothus,"Johnson & Wilmer, 2015",327,3342,reef-associated,63.07,100,NA,NA,6/15/17,18,fbs
25908,Plectorhinchus,ceylonensis,"(Smith, 1956",327,3342,benthopelagic,37.81,44,NA,1,7/28/95,12.5,fbs
25909,Plectorhinchus,chaetodonoides,"Lacepède, 1801",327,3342,reef-associated,54.35,72,7000,1,8/13/92,15.5,fbs
25910,Plectorhinchus,chrysotaenia,"(Bleeker, 1855",327,3342,reef-associated,49.4,41,NA,NA,7/10/00,38,fbs
25911,Plectorhinchus,chubbi,"(Regan, 1919",327,3342,reef-associated,55.67,75,5000,1,3/22/93,NA,fbs
25912,Plectorhinchus,cinctus,"(Temminck & Schlegel, 1843",327,3342,reef-associated,48.76,60,NA,1,5/4/95,NA,fbs
25913,Plectorhinchus,diagrammus,"(Linnaeus, 1758",327,3342,reef-associated,35.96,40,NA,1,11/27/92,NA,fbs
25914,Plectorhinchus,faetela,"(Forsskål, 1775",327,3342,demersal,66.59,NA,NA,NA,7/29/03,NA,fbs
25915,Plectorhinchus,flavomaculatus,"(Cuvier, 1830",327,3342,reef-associated,48.76,60,NA,1,3/16/93,13.5,fbs
25916,Plectorhinchus,gaterinus,"(Forsskål, 1775",327,3342,reef-associated,40.85,50,NA,1,3/23/93,NA,fbs
25917,Plectorhinchus,gibbosus,"(Lacepède, 1802",327,3342,reef-associated,45.03,75,NA,1,8/13/92,16.5,fbs
25918,Plectorhinchus,lessonii,"(Cuvier, 1830",327,3342,reef-associated,35.96,40,NA,NA,10/9/98,18,fbs
25919,Plectorhinchus,lineatus,"(Linnaeus, 1758",327,3342,reef-associated,36.8,72,NA,1,1/22/93,18,fbs
25920,Plectorhinchus,macrolepis,"(Boulenger, 1899",327,3342,benthopelagic,37.75,45,NA,1,5/3/94,NA,fbs
25921,Plectorhinchus,macrospilus,"Satapoomin & Randall, 2000",327,3342,reef-associated,39.12,28.5,NA,NA,7/28/03,17.5,fbs
25922,Plectorhinchus,mediterraneus,"(Guichenot, 1850",327,3342,demersal,53.85,80,7920,1,10/17/90,95,fbs
25923,Plectorhinchus,multivittatus,"(Macleay, 1878",327,3342,reef-associated,40.85,50,NA,1,12/23/96,NA,fbs
25924,Plectorhinchus,obscurus,"(Günther, 1872",327,3342,reef-associated,63.07,100,15000,NA,8/13/92,26,fbs
25925,Plectorhinchus,paulayi,"Steindachner, 1895",327,3342,reef-associated,37.75,45,NA,1,7/28/95,NA,fbs
25926,Plectorhinchus,pictus,"(Tortonese, 1936",327,3342,reef-associated,52.24,83,6900,1,8/24/93,110,fbs
25927,Plectorhinchus,picus,"(Cuvier, 1828",327,3342,reef-associated,50.09,84,NA,1,8/13/92,26.5,fbs
25928,Plectorhinchus,plagiodesmus,"Fowler, 1935",327,3342,reef-associated,58.18,90,NA,1,3/23/93,NA,fbs
25929,Plectorhinchus,playfairi,"(Pellegrin, 1914",327,3342,reef-associated,58.18,90,NA,1,3/23/93,40,fbs
25930,Plectorhinchus,polytaenia,"(Bleeker, 1853",327,3342,reef-associated,40.85,50,NA,1,8/24/93,22.5,fbs
25931,Plectorhinchus,schotaf,"(Forsskål, 1775",327,3342,reef-associated,56.99,80,NA,1,3/23/93,40,fbs
25932,Plectorhinchus,sordidus,"(Klunzinger, 1870",327,3342,reef-associated,34.78,60,NA,1,3/16/93,13.5,fbs
25933,Plectorhinchus,umbrinus,"(Klunzinger, 1870",327,3342,reef-associated,66.59,NA,NA,NA,7/28/03,NA,fbs
25934,Plectorhinchus,vittatus,"(Linnaeus, 1758",327,3342,reef-associated,61.28,72,NA,NA,12/9/96,13.5,fbs
25935,Plectranthias,intermedius,"(Kotthaus, 1973",289,8433,bathydemersal,15.01,8.899999619,NA,NA,4/28/97,240,fbs
25936,Plectranthias,japonicus,"(Steindachner, 1883",289,8433,demersal,21.56,15,NA,1,6/9/94,NA,fbs
25937,Plectranthias,jothyi,"Randall, 1996",289,8433,pelagic-oceanic,15.39,9.199999809,NA,NA,10/21/02,290,fbs
25938,Plectranthias,kamii,"Randall, 1980",289,8433,pelagic-oceanic,33.96,23,NA,NA,9/24/02,231.5,fbs
25939,Plectranthias,kelloggi,"(Jordan & Evermann, 1903",289,8433,demersal,21.31,12,NA,NA,8/9/96,230,fbs
25940,Plectranthias,klausewitzi,"Zajonz, 2006",289,8433,pelagic-oceanic,10,5.5,NA,NA,1/22/07,240,fbs
25941,Plectranthias,knappi,"Randall, 1996",289,8433,demersal,11.53,NA,NA,NA,10/21/02,NA,fbs
25942,Plectranthias,lasti,"Randall & Hoese, 1995",289,8433,pelagic-oceanic,12.01,6.800000191,NA,NA,7/5/00,285,fbs
25943,Plectranthias,longimanus,"(Weber, 1913",289,8433,reef-associated,10,3.5,NA,NA,2/10/93,40.5,fbs
25944,Plectranthias,maculicauda,"(Regan, 1914",289,8433,demersal,14.21,8.300000191,NA,NA,9/15/95,132.5,fbs
25945,Plectranthias,maugei,"Randall, 1980",289,8433,bathydemersal,10.53,5.760000229,NA,NA,4/28/97,NA,fbs
25946,Plectranthias,megalepis,"(Günther, 1880",289,8433,demersal,11.03,6.199999809,NA,NA,4/29/97,NA,fbs
25947,Plectranthias,megalophthalmus,"Fourmanoir & Randall, 1979",289,8433,demersal,11.03,6.099999905,NA,NA,9/15/95,NA,fbs
25948,Plectranthias,morgansi,"(Smith, 1961",289,8433,demersal,10,5,NA,NA,3/6/96,173.5,fbs
25949,Plectranthias,nanus,"Randall, 1980",289,8433,reef-associated,10,3.980000019,NA,NA,9/15/95,35.5,fbs
25950,Plectranthias,nazcae,"Anderson, 2008",289,8433,reef-associated,25.41,15,NA,NA,2/15/10,193.5,fbs
25951,Plectranthias,pallidus,"Randall & Hoese, 1995",289,8433,bathypelagic,13.37,NA,NA,NA,7/5/00,NA,fbs
25952,Plectranthias,parini,"Anderson & Randall, 1991",289,8433,bathypelagic,15.53,NA,NA,NA,10/21/02,NA,fbs
25953,Plectranthias,pelicieri,"Randall & Shimizu, 1994",289,8433,demersal,10,4.800000191,NA,1,4/28/97,72.5,fbs
25954,Plectranthias,polygonius,"Shepherd, Phelps, Pinheiro, Rocha & Rocha, 2020",289,8433,reef-associated,10,3.230000019,NA,NA,6/26/20,112.5,fbs
25955,Plectranthias,randalli,"Fourmanoir & Rivaton, 1980",289,8433,reef-associated,19.69,11.06999969,NA,NA,9/24/02,190,fbs
25956,Plectranthias,retrofasciatus,"Fourmanoir & Randall, 1979",289,8433,demersal,11.03,6.179999828,NA,NA,4/29/97,NA,fbs
25957,Plectranthias,robertsi,"Randall & Hoese, 1995",289,8433,bathypelagic,15.01,NA,NA,NA,7/5/00,310,fbs
25958,Plectranthias,rubrifasciatus,"Fourmanoir & Randall, 1979",289,8433,demersal,10,4.900000095,NA,NA,4/29/97,150,fbs
25959,Plectranthias,sagamiensis,"(Katayama, 1964",289,8433,demersal,10.53,6,NA,NA,6/6/94,80,fbs
25960,Plectranthias,sheni,"Chen & Shao, 2002",289,8433,pelagic-oceanic,20.74,11.51000023,NA,NA,9/24/02,NA,fbs
25961,Plectranthias,taylori,"Randall, 1980",289,8433,demersal,34.83,23.75,NA,NA,4/29/97,NA,fbs
25962,Plectranthias,vexillarius,"Randall, 1980",289,8433,demersal,14.21,8.239999771,NA,NA,4/29/97,56,fbs
25963,Plectranthias,wheeleri,"Randall, 1980",289,8433,reef-associated,14.21,8.279999733,NA,NA,8/7/95,168,fbs
25964,Plectranthias,whiteheadi,"Randall, 1980",289,8433,demersal,13.37,NA,NA,NA,4/29/97,NA,fbs
25965,Plectranthias,winniensis,"(Tyler, 1966",289,8433,reef-associated,10,4,NA,NA,2/15/95,69.5,fbs
25966,Plectranthias,xanthomaculatus,"Wu, Randall & Chen, 2011",289,8433,benthopelagic,10.53,5.760000229,NA,NA,3/2/11 20:21,211.5,fbs
25967,Plectranthias,yamakawai,"Yoshino, 1972",289,8433,demersal,30.97,20,NA,1,8/9/96,NA,fbs
25971,Plectrogenium,barsukovi,"Mandrytsa, 1992",579,8535,bathydemersal,10,NA,NA,0,3/17/98,300,fbs
25972,Plectrogenium,nanum,"Gilbert, 1905",579,8535,bathydemersal,10,6.800000191,NA,NA,6/24/96,450,fbs
25973,Plectroglyphidodon,dickii,"(Liénard, 1839",350,5510,reef-associated,25.23,11,NA,1,6/11/92,8,fbs
25974,Plectroglyphidodon,flaviventris,"Allen & Randall, 1974",350,5510,reef-associated,17.15,7,NA,NA,5/20/94,11.5,fbs
25975,Plectroglyphidodon,imparipennis,"(Vaillant & Sauvage, 1875",350,5510,reef-associated,12.47,6,NA,0,6/11/92,7.5,fbs
25976,Plectroglyphidodon,johnstonianus,"Fowler & Ball, 1924",350,5510,reef-associated,25.07,14,NA,0,6/11/92,9.5,fbs
25977,Plectroglyphidodon,lacrymatus,"(Quoy & Gaimard, 1825",350,5510,reef-associated,20.93,10,NA,0,6/11/92,20.5,fbs
25978,Plectroglyphidodon,leucozonus,"(Bleeker, 1859",350,5510,reef-associated,23.46,12,NA,0,6/11/92,3,fbs
25979,Plectroglyphidodon,phoenixensis,"(Schultz, 1943",350,5510,reef-associated,18.89,9,NA,0,6/11/92,4,fbs
25980,Plectroglyphidodon,randalli,"Allen, 1991",350,5510,reef-associated,18.89,9,NA,NA,9/1/94,2.5,fbs
25981,Plectroglyphidodon,sagmarius,"Randall & Earle, 1999",350,5510,reef-associated,11.53,4.550000191,NA,NA,3/22/00,9,fbs
25982,Plectroglyphidodon,sindonis,"(Jordan & Evermann, 1903",350,5510,reef-associated,24.92,10,NA,NA,4/13/93,1.5,fbs
25983,Plectropomus,areolatus,"(Rüppell, 1830",289,3858,reef-associated,30.28,80,NA,1,7/22/92,10.5,fbs
25984,Plectropomus,laevis,"(Lacepède, 1801",289,3858,reef-associated,56.09,125,24200,1,2/12/93,52,fbs
25985,Plectropomus,leopardus,"(Lacepède, 1802",289,3858,reef-associated,51.04,120,23600,1,12/18/91,51.5,fbs
25986,Plectropomus,maculatus,"(Bloch, 1790",289,3858,reef-associated,51.18,125,25000,1,1/22/92,52.5,fbs
25987,Plectropomus,oligacanthus,"(Bleeker, 1855",289,3858,reef-associated,29.21,75,1200,1,2/10/93,76,fbs
25988,Plectropomus,pessuliferus,"(Fowler, 1904",289,3858,reef-associated,61.24,120,NA,1,2/19/93,86,fbs
25989,Plectropomus,punctatus,"(Quoy & Gaimard, 1824",289,3858,reef-associated,60.1,96,17300,1,2/12/93,32.5,fbs
25990,Plectrypops,lima,"(Valenciennes, 1831",243,1985,reef-associated,12.47,16,NA,NA,3/17/95,22.5,fbs
25991,Plectrypops,retrospinis,"(Guichenot, 1853",243,1985,reef-associated,11.53,15,NA,0,5/1/91,NA,fbs
25992,Plesienchelys,stehmanni,"(Gosztonyi, 1977",188,9883,bathydemersal,40.1,20.20000076,NA,NA,5/7/98,657.5,fbs
25993,Plesiobatis,daviesi,"(Wallace, 1967",542,6512,bathydemersal,85.1,270,NA,1,2/13/93,412,fbs
26003,Plesiops,auritus,"Mooi, 1995",294,984,reef-associated,19.69,7.590000153,NA,NA,12/18/98,7.5,fbs
26004,Plesiops,cephalotaenia,"Inger, 1955",294,984,reef-associated,15.39,7.699999809,NA,NA,9/8/95,6,fbs
26005,Plesiops,coeruleolineatus,"Rüppell, 1835",294,984,reef-associated,20.93,10,NA,0,5/1/93,12,fbs
26006,Plesiops,corallicola,"Bleeker, 1853",294,984,reef-associated,29.01,18,NA,NA,9/8/95,12,fbs
26007,Plesiops,facicavus,"Mooi, 1995",294,984,reef-associated,12.01,4.630000114,NA,NA,1/5/99,NA,fbs
26008,Plesiops,genaricus,"Mooi & Randall, 1991",294,984,reef-associated,21.55,8.229999542,NA,NA,1/5/99,NA,fbs
26009,Plesiops,gracilis,"Mooi & Randall, 1991",294,984,reef-associated,17.15,7,NA,NA,1/6/99,8,fbs
26010,Plesiops,insularis,"Mooi & Randall, 1991",294,984,reef-associated,24.65,9.819999695,NA,NA,9/11/97,12.5,fbs
26011,Plesiops,malalaxus,"Mooi, 1995",294,984,reef-associated,26.28,11,NA,NA,1/6/99,6,fbs
26012,Plesiops,multisquamata,"Inger, 1955",294,984,reef-associated,33.5,25,NA,NA,5/10/96,NA,fbs
26013,Plesiops,mystaxus,"Mooi, 1995",294,984,demersal,18.89,9,NA,NA,5/22/97,4,fbs
26014,Plesiops,nakaharae,"Tanaka, 1917",294,984,reef-associated,25.07,14,NA,NA,5/25/96,NA,fbs
26015,Plesiops,nigricans,"(Rüppell, 1828",294,984,reef-associated,28.25,17,NA,NA,7/15/96,17.5,fbs
26016,Plesiops,oxycephalus,"Bleeker, 1855",294,984,reef-associated,12.47,6,NA,NA,5/25/96,7.5,fbs
26017,Plesiops,polydactylus,"Mooi, 1995",294,984,reef-associated,11.53,4.579999924,NA,NA,1/8/99,23.5,fbs
26018,Plesiops,thysanopterus,"Mooi, 1995",294,984,reef-associated,15.85,6.340000153,NA,NA,1/8/99,2,fbs
26019,Plesiops,verecundus,"Mooi, 1995",294,984,reef-associated,24.08,9.449999809,NA,NA,1/8/99,15,fbs
26023,Pleuragramma,antarctica,"Boulenger, 1902",382,9558,pelagic-oceanic,51.9,25,200,1,10/17/90,364,fbs
26024,Pleurogrammus,azonus,"Jordan & Metz, 1913",271,1665,demersal,37.27,62,1830,1,10/17/90,120,fbs
26025,Pleurogrammus,monopterygius,"(Pallas, 1810",271,1665,demersal,30.03,56.5,2000,1,5/1/91,360,fbs
26026,Pleuronectes,platessa,"Linnaeus, 1758",440,2193,demersal,71.05,100,7000,1,10/17/90,100,fbs
26027,Pleuronectes,putnami,"(Gill, 1864",440,2193,demersal,38.69,30,NA,1,5/2/91,14,fbs
26028,Pleuronectes,quadrituberculatus,"Pallas, 1814",440,2193,bathydemersal,58.8,87,3500,1,5/2/91,300,fbs
26029,Pleuronichthys,coenosus,"Girard, 1854",440,7259,demersal,41.58,36,NA,1,5/2/91,184,fbs
26030,Pleuronichthys,cornutus,"(Temminck & Schlegel, 1846",440,7259,demersal,38.79,30,1000,1,11/8/93,86,fbs
26031,Pleuronichthys,decurrens,"Jordan & Gilbert, 1881",440,7259,demersal,43.11,37,NA,1,5/2/91,270.5,fbs
26032,Pleuronichthys,japonicus,"Suzuki, Kawashima & Nakabo, 2009",440,7259,benthopelagic,41.01,24,NA,NA,5/28/10,91.5,fbs
26033,Pleuronichthys,ocellatus,"Starks & Thompson, 1910",440,7259,demersal,33.11,24,NA,0,7/13/95,70.5,fbs
26034,Pleuronichthys,ritteri,"Starks & Morris, 1907",440,7259,demersal,36.06,30,NA,0,5/2/91,25.5,fbs
26035,Pleuronichthys,verticalis,"Jordan & Gilbert, 1880",440,7259,demersal,43.11,37,NA,0,5/2/91,104.5,fbs
26036,Pleuroscopus,pseudodorsalis,"Barnard, 1927",378,10278,demersal,34.02,33,NA,NA,3/7/96,420,fbs
26037,Pleurosicya,annandalei,"Hornell & Fowler, 1922",405,7540,demersal,10,3,NA,NA,5/15/96,42,fbs
26038,Pleurosicya,australis,"Larson, 1990",405,7540,reef-associated,10,NA,NA,NA,4/8/02,16.5,fbs
26039,Pleurosicya,bilobata,"(Koumans, 1941",405,7540,demersal,10,3,NA,NA,4/25/96,11,fbs
26040,Pleurosicya,boldinghi,"Weber, 1913",405,7540,reef-associated,10.53,4.5,NA,NA,2/24/97,43.5,fbs
26041,Pleurosicya,carolinensis,"Larson, 1990",405,7540,reef-associated,10,2.5,NA,NA,7/11/00,4.5,fbs
26042,Pleurosicya,coerulea,"Larson, 1990",405,7540,reef-associated,10,2.200000048,NA,NA,7/11/00,11.5,fbs
26043,Pleurosicya,elongata,"Larson, 1990",405,7540,reef-associated,10,4,NA,NA,7/1/94,25,fbs
26044,Pleurosicya,fringilla,"Larson, 1990",405,7540,demersal,10,2.200000048,NA,NA,2/24/97,NA,fbs
26045,Pleurosicya,labiata,"(Weber, 1913",405,7540,demersal,10,3.5,NA,NA,4/10/02,26,fbs
26046,Pleurosicya,larsonae,"Greenfield & Randall, 2004",405,7540,reef-associated,10,1.950000048,NA,NA,6/19/07,3,fbs
26047,Pleurosicya,micheli,"Fourmanoir, 1971",405,7540,reef-associated,10,2.5,NA,NA,11/20/96,30,fbs
26048,Pleurosicya,mossambica,"Smith, 1959",405,7540,reef-associated,10,3,NA,NA,5/16/96,16,fbs
26049,Pleurosicya,muscarum,"(Jordan & Seale, 1906",405,7540,reef-associated,10,2.200000048,NA,NA,4/25/96,15,fbs
26050,Pleurosicya,occidentalis,"Larson, 1990",405,7540,demersal,10,2,NA,NA,12/8/02,12.5,fbs
26051,Pleurosicya,plicata,"Larson, 1990",405,7540,reef-associated,10,3.5,NA,NA,9/19/97,21,fbs
26052,Pleurosicya,prognatha,"Goren, 1984",405,7540,demersal,10,1.679999948,NA,NA,5/26/00,9,fbs
26053,Pleurosicya,sinaia,"Goren, 1984",405,7540,benthopelagic,10,2.069999933,NA,NA,4/16/10,NA,fbs
26054,Pleurosicya,spongicola,"Larson, 1990",405,7540,demersal,10,2,NA,NA,4/8/02,30,fbs
26055,Plicofollis,argyropleuron,"(Valenciennes, 1840",145,10818,demersal,43.31,50,NA,NA,7/14/94,NA,fbs
26056,Plicofollis,dussumieri,"(Valenciennes, 1840",145,10818,demersal,31.94,85,1400,NA,10/17/90,35,fbs
26057,Plicofollis,layardi,"(Günther, 1866",145,10818,demersal,29.47,45,NA,1,10/17/90,35,fbs
26059,Plicofollis,nella,"(Valenciennes, 1840",145,10818,demersal,41.31,47,NA,NA,5/23/96,NA,fbs
26060,Plicofollis,platystomus,"(Day, 1877",145,10818,demersal,33.36,31,NA,1,10/17/90,NA,fbs
26061,Plicofollis,polystaphylodon,"(Bleeker, 1846",145,10818,demersal,46.34,35,NA,1,10/17/90,NA,fbs
26062,Plicofollis,tonggol,"(Bleeker, 1846",145,10818,demersal,37.31,40,NA,1,10/17/90,30,fbs
26063,Plicomugil,labiosus,"(Valenciennes, 1836",359,8587,reef-associated,49.97,40,NA,0,6/11/92,1.5,fbs
26064,Pliosteostoma,lutipinnis,"(Jordan & Gilbert, 1882",620,9239,pelagic-neritic,28.28,25,NA,0,10/17/90,25,fbs
26065,Pliotrema,annae,"Weigmann, Gon, Leeney & Temple, 2020",14,5152,demersal,50.22,NA,NA,NA,10/19/20,27.5,fbs
26066,Pliotrema,kajae,"Weigmann, Gon, Leeney & Temple, 2020",14,5152,demersal,53.13,102,NA,NA,10/19/20,267,fbs
26067,Pliotrema,warreni,"Regan, 1906",14,5152,demersal,75,170,NA,0,6/15/92,462.5,fbs
26068,Plotosus,abbreviatus,"Boulenger, 1895",149,8595,demersal,52.63,NA,NA,NA,10/15/03,NA,fbs
26069,Plotosus,canius,"Hamilton, 1822",149,8595,demersal,76.02,150,NA,1,7/11/93,NA,fbs
