internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
170766737,Stolephorus waitei,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Stolephorus,waitei,,,,,"Jordan &amp; Seale, 1926","<p><a name=""_Hlk34212379""><em>Stolephorus </em></a><em>waitei </em>has long been considered the senior synonym of<em> S. bataviensis </em>and widely distributed in Indo-West Pacific (e.g., Whitehead <em>et al</em>. 1988, Wongratana <em>et al</em>. 1999). A recent morphological and genetic review of ten nominal species of <em>Stolephorus</em> concluded that <em>S. bataviensis</em> is a valid species and restricted the true <em>S. waitei</em> (reported as <em>Stolephorus</em> species A. in Whitehead <em>et al.</em> 1988) to Queensland, Australia (Hata <em>et al.</em> 2019).</p>"
170259010,Cryptocentrus niveatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Cryptocentrus,niveatus,,,,,"(Valenciennes, 1837)","<span id=""docs-internal-guid-f83b5351-7fff-4ecd-54fc-afe654ec2f50"">This species is a member of the <em>Cryptocentrus leucostictus</em> complex (Hoese and Larson 2004).</span>"
170277559,Tryssogobius longipes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Tryssogobius,longipes,,,,,"Larson &amp; Hoese, 2001",
170277741,Vanderhorstia flavilineata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Vanderhorstia,flavilineata,,,,,"Allen &amp; Munday, 1995",
170730654,Stolephorus babarani,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Stolephorus,babarani,,,,,"Hata, Lavoué &amp; Motomura, 2020","<p><a name=""_Hlk34212379""><em>Stolephorus babarani</em></a> closely resembles <em>S. bataviensis</em> Hardenberg, 1933 and <em>S. baweanensis</em> Hardenberg, 1933. <em>Stolephorus babarani</em> was previously misidentified as <em>S. waitei</em> Jordan and Seale, 1926 (Hata <em>et al.</em> 2020).</p>"
170730663,Stolephorus bataviensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Stolephorus,bataviensis,,,,,"Hardenberg, 1933","<p><a name=""_Hlk34212379""><em>Stolephorus </em></a><em>bataviensis</em>, originally described as<em> S. insularis bataviensis</em>, has historically been considered a junior synonym of <em>S. waitei</em> (e.g., Whitehead <em>et al</em>. 1988, Wongratana <em>et al</em>. 1999). A recent morphological and genetic review of ten nominal species of <em>Stolephorus</em> concluded that <em>S. bataviensis</em> is a valid species and restricted the true <em>S. waitei</em> to Queensland, Australia (Hata <em>et al</em>. 2019).</p>"
170730674,Stolephorus baweanensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Stolephorus,baweanensis,,,,,"Hardenberg, 1933","<p><p><a name=""_Hlk34212379""><em>Stolephorus </em></a><em>baweanensis</em>, originally described as<em> S. insularis baweanensis</em>, has historically been considered a junior synonym of <em>S. insularis</em> (e.g., Whitehead <em>et al</em>. 1988, Kottelat 2013). A recent morphological and genetic review of ten nominal species of <em>Stolephorus</em> concluded that <em>S. baweanensis</em> is a valid species and that some specimens previously identified as <em>S. waitei</em> are <em>S. baweanensis</em> (Hata <em>et al</em>. 2019).</p><br/></p>"
170730698,Stolephorus tamilensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Stolephorus,tamilensis,,,,,"Gangan, Pavan-Kumar, Jahageerdar &amp; Jaiswar, 2020",<p><em>Stolephorus tamilensis</em> is closely related to <em>S. andhraensis </em>(Gangan <em>et al</em>. 2020).</p>
170730708,Thryssa cultella,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Thryssa,cultella,,,,,"(Hata &amp; Motomura, 2019)","<p>This species was recently described as a new species in the genus <em>Thrissina</em>, distinct from <em>T. vitrirostris</em> (Hata and Motomura 2019). <a name=""_Hlk34748796"">There remains some disagreement as to the validity of the genera <em>Thryssa</em> and <em>Thrissina</em>. Kottelat (2013) regarded the genus <em>Thyrssa</em> as a new spelling for, and a junior synonym of, <em>Thrissa</em> and gave precedence to <em>Thrissina</em> over simultaneous synonyms <em>Xenengraulis</em> and <em>Scutengraulis</em>. However, <em>Thryssa</em> is regarded as independent of <em>Thrissa</em> by Fricke <em>et al</em>. (2020), and for the sake of stability, retained the genus <em>Thryssa</em>.</a> </p>"
170730723,Thryssa serena,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Thryssa,serena,,,,,"(Hata &amp; Motomura, 2019)","<p><a name=""_Hlk34748802"">This species was recently described as a new species in genus <em>Thrissina</em>, distinct from <em>T. vitrirostris</em> (Hata and Motomura 2019). </a><a name=""_Hlk34748796"">There remains some disagreement as to the validity of the genera <em>Thryssa</em> and <em>Thrissina</em>. Kottelat (2013) regarded the genus <em>Thyrssa</em> as a new spelling for, and a junior synonym of, <em>Thrissa</em> and gave precedence to <em>Thrissina</em> over simultaneous synonyms <em>Xenengraulis</em> and <em>Scutengraulis</em>. However, <em>Thryssa</em> is regarded as independent of <em>Thrissa</em> by Fricke <em>et al</em>. (2020), and for the sake of stability, retained the genus <em>Thryssa</em>.</span></a> </span></p>"
170753998,Parabothus rotundifrons,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,BOTHIDAE,Parabothus,rotundifrons,,,,,"Voronina, Pruvost &amp; Causse, 2017",
170754096,Citharichthys surinamensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,PARALICHTHYIDAE,Citharichthys,surinamensis,,,,,"(Bloch &amp; Schneider, 1801)","Other than the original collection (Bloch and Schneider 1801), nothing is known about this nominal species. Norman (1934) regarded this species as a junior synonym of <em>Bothus lunatus</em>. It was not listed among the species of <em>Citharichthys </em>in Gutherz (1967) field guide to the bothid flatfishes of the Western Atlantic. Munroe (2003) did not consider this species in his treatment of the flatfishes of the Greater Caribbean, nor did Robertson and Van Tassell (2019) include this species in the online checklist. However, it is listed in Paepke (1999) and considered a valid species in the Catalog of Fishes (Fricke<em> et al</em>. 2021). It is assessed here but the taxonomic status of this nominal species needs to be investigated."
170754182,Brachirus sayaensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Brachirus,sayaensis,,,,,"Voronina, 2019",
170754344,Typhlachirus lipophthalmus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PLEURONECTIFORMES,SOLEIDAE,Typhlachirus,lipophthalmus,,,,,"(Károli, 1882)",
170771638,Sardinella alcyone,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Sardinella,alcyone,,,,,"Hata &amp; Motomura, 2019",
168626955,Sicydium cocoense,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Sicydium,cocoense,,,,,"(Heller &amp; Snodgrass, 1903)",
171339305,Stolephorus tri,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,ENGRAULIDAE,Stolephorus,tri,,,,,"(Bleeker, 1852)","<em>Stolephorus tri</em> was originally described as <em>Engraulis tri</em> by <a style=""mso-comment-reference:HH_1; mso-comment-date:20200313T1203"">Bleeker (1852)</a><span class=""MsoCommentReference""></span>. Although Whitehead <em>et al.</em> (1988) and Wongratana <em>et al.</em> (1999) listed no name as a synonym of the nominal species, Hata <em>et al.</em> (2019) regarded <em>Stolephorus insularis</em> Hardenberg, 1931 (previously regarded as a valid species) and <em>Stolephorus baganensis megalops</em> (previously regarded as a junior synonym of <em>Stolephorus baganensis </em>and<em> </em>inadvertently misquoted as <em>S. b. macrops</em>) as the junior synonyms of <em>S. tri</em>. The applicable scientific name for the species regarded as <em>S. insularis</em> by Whitehead <em>et al.</em> (1988) and Wongratana <em>et al.</em> (1999) is newly regarded as <em>Stolephorus bengalensis</em> (Dutt and Babu Rao, 1959), which was previously regarded as a junior synonym of <em>S. baganensis</em> in Hata <em>et al.</em> (2019)."
171729462,Pliotrema annae,ANIMALIA,CHORDATA,CHONDRICHTHYES,PRISTIOPHORIFORMES,PRISTIOPHORIDAE,Pliotrema,annae,,,,,"Weigmann, Gon, Leeney &amp; Temple, 2020","Weigmann <em>et al. </em>(2020) revised the genus <em>Pliotrema</em>, describing this species and <em>Pliotrema kajae</em> as new species, distinct from <em>Pliotrema warreni</em>."
