"","db","query","genus","family","order","class"
"16718","ncbi","Phyllophryne scortea","Phyllophryne","Antennariidae","Lophiiformes","Actinopteri"
"16719","ncbi","Physiculus andriashevi",NA,NA,NA,NA
"16720","ncbi","Physiculus argyropastus",NA,NA,NA,NA
"16721","ncbi","Physiculus beckeri",NA,NA,NA,NA
"16722","ncbi","Physiculus bertelseni",NA,NA,NA,NA
"16723","ncbi","Physiculus capensis","Physiculus","Moridae","Gadiformes","Actinopteri"
"16724","ncbi","Physiculus chigodarana","Physiculus","Moridae","Gadiformes","Actinopteri"
"16725","ncbi","Physiculus coheni",NA,NA,NA,NA
"16726","ncbi","Physiculus cynodon",NA,NA,NA,NA
"16727","ncbi","Physiculus fedorovi",NA,NA,NA,NA
"16728","ncbi","Physiculus grinnelli",NA,NA,NA,NA
"16729","ncbi","Physiculus hexacytus",NA,NA,NA,NA
"16730","ncbi","Physiculus kaupi",NA,NA,NA,NA
"16731","ncbi","Physiculus longicavis",NA,NA,NA,NA
"16732","ncbi","Physiculus longifilis","Physiculus","Moridae","Gadiformes","Actinopteri"
"16733","ncbi","Physiculus luminosa",NA,NA,NA,NA
"16734","ncbi","Physiculus marisrubri",NA,NA,NA,NA
"16735","ncbi","Physiculus natalensis","Physiculus","Moridae","Gadiformes","Actinopteri"
"16736","ncbi","Physiculus nielseni",NA,NA,NA,NA
"16737","ncbi","Physiculus nigrescens","Physiculus","Moridae","Gadiformes","Actinopteri"
"16738","ncbi","Physiculus nigripinnis","Physiculus","Moridae","Gadiformes","Actinopteri"
"16739","ncbi","Physiculus normani",NA,NA,NA,NA
"16740","ncbi","Physiculus peregrinus",NA,NA,NA,NA
"16741","ncbi","Physiculus rastrelliger","Physiculus","Moridae","Gadiformes","Actinopteri"
"16742","ncbi","Physiculus rhodopinnis",NA,NA,NA,NA
"16743","ncbi","Physiculus sazonovi",NA,NA,NA,NA
"16744","ncbi","Physiculus sterops",NA,NA,NA,NA
"16745","ncbi","Physiculus sudanensis",NA,NA,NA,NA
"16746","ncbi","Physiculus therosideros",NA,NA,NA,NA
"16747","ncbi","Physiculus yoshidae","Physiculus","Moridae","Gadiformes","Actinopteri"
"16748","ncbi","Phytichthys chirus","Phytichthys","Stichaeidae","Perciformes","Actinopteri"
"16749","ncbi","Pictichromis aurifrons",NA,NA,NA,NA
"16750","ncbi","Plectranthias ahiahiata","Plectranthias","Serranidae","Perciformes","Actinopteri"
"16751","ncbi","Plectranthias alleni",NA,NA,NA,NA
"16752","ncbi","Plectranthias altipinnatus",NA,NA,NA,NA
"16753","ncbi","Plectranthias anthioides",NA,NA,NA,NA
"16754","ncbi","Plectranthias bennetti","Plectranthias","Serranidae","Perciformes","Actinopteri"
"16755","ncbi","Plectranthias elongatus",NA,NA,NA,NA
"16756","ncbi","Plectranthias exsul",NA,NA,NA,NA
"16757","ncbi","Plectranthias foresti",NA,NA,NA,NA
"16758","ncbi","Plectranthias hinano","Plectranthias","Serranidae","Perciformes","Actinopteri"
"16759","ncbi","Pomadasys quadrilineatus","Pomadasys","Haemulidae","Lutjaniformes","Actinopteri"
"16760","ncbi","Pomadasys ramosus","Pomadasys","Haemulidae","Lutjaniformes","Actinopteri"
"16761","ncbi","Pictichromis caitlinae",NA,NA,NA,NA
"16762","ncbi","Pictichromis coralensis","Pictichromis","Pseudochromidae",NA,"Actinopteri"
"16763","ncbi","Pictichromis diadema","Pictichromis","Pseudochromidae",NA,"Actinopteri"
"16764","ncbi","Pictichromis dinar","Pictichromis","Pseudochromidae",NA,"Actinopteri"
"16765","ncbi","Pictichromis ephippiata",NA,NA,NA,NA
"16766","ncbi","Piedrabuenia ringueleti",NA,NA,NA,NA
"16767","ncbi","Pisodonophis cancrivorus","Pisodonophis","Ophichthidae","Anguilliformes","Actinopteri"
"16768","ncbi","Pisodonophis copelandi",NA,NA,NA,NA
"16769","ncbi","Pisodonophis hijala",NA,NA,NA,NA
"16770","ncbi","Pisodonophis hoevenii",NA,NA,NA,NA
"16771","ncbi","Pisodonophis sangjuensis","Pisodonophis","Ophichthidae","Anguilliformes","Actinopteri"
"16772","ncbi","Plagiogeneion geminatum",NA,NA,NA,NA
"16773","ncbi","Plagiogeneion unispina",NA,NA,NA,NA
"16774","ncbi","Plagiogrammus hopkinsii",NA,NA,NA,NA
"16775","ncbi","Plagioscion pauciradiatus",NA,NA,NA,NA
"16776","ncbi","Planiliza affinis","Planiliza","Mugilidae","Mugiliformes","Actinopteri"
"16777","ncbi","Planiliza carinata",NA,NA,NA,NA
"16778","ncbi","Planiliza haematocheilus","Planiliza","Mugilidae","Mugiliformes","Actinopteri"
"16779","ncbi","Planiliza klunzingeri","Planiliza","Mugilidae","Mugiliformes","Actinopteri"
"16780","ncbi","Planiliza mandapamensis",NA,NA,NA,NA
"16781","ncbi","Planiliza melinoptera","Chelon","Mugilidae","Mugiliformes","Actinopteri"
"16782","ncbi","Planiliza parsia",NA,NA,NA,NA
"16783","ncbi","Planiliza subviridis","Planiliza","Mugilidae","Mugiliformes","Actinopteri"
"16784","ncbi","Platax pinnatus","Platax","Ephippidae","Ephippiformes","Actinopteri"
"16785","ncbi","Platybelone argalus annobonensis",NA,NA,NA,NA
"16786","ncbi","Platybelone argalus platyura","Platybelone","Belonidae","Beloniformes","Actinopteri"
"16787","ncbi","Platybelone lovii",NA,NA,NA,NA
"16788","ncbi","Platybelone platura",NA,NA,NA,NA
"16789","ncbi","Platybelone trachura",NA,NA,NA,NA
"16790","ncbi","Platyberyx paucus",NA,NA,NA,NA
"16791","ncbi","Platyberyx pietschi",NA,NA,NA,NA
"16792","ncbi","Platyberyx rhyton",NA,NA,NA,NA
"16793","ncbi","Platycephalus aurimaculatus","Platycephalus","Platycephalidae","Perciformes","Actinopteri"
"16794","ncbi","Platycephalus chauliodous","Platycephalus","Platycephalidae","Perciformes","Actinopteri"
"16795","ncbi","Platycephalus conatus","Platycephalus","Platycephalidae","Perciformes","Actinopteri"
"16796","ncbi","Platycephalus cultellatus","Platycephalus","Platycephalidae","Perciformes","Actinopteri"
"16797","ncbi","Platycephalus grandispinis","Platycephalus","Platycephalidae","Perciformes","Actinopteri"
"16798","ncbi","Platycephalus laevigatus","Platycephalus","Platycephalidae","Perciformes","Actinopteri"
"16799","ncbi","Platycephalus marmoratus","Platycephalus","Platycephalidae","Perciformes","Actinopteri"
"16800","ncbi","Platycephalus micracanthus",NA,NA,NA,NA
"16801","ncbi","Platycephalus orbitalis","Platycephalus","Platycephalidae","Perciformes","Actinopteri"
"16802","ncbi","Platycephalus speculator","Platycephalus","Platycephalidae","Perciformes","Actinopteri"
"16803","ncbi","Platycephalus westraliae","Platycephalus","Platycephalidae","Perciformes","Actinopteri"
"16804","ncbi","Platygobiopsis akihito",NA,NA,NA,NA
"16805","ncbi","Platygobiopsis dispar",NA,NA,NA,NA
"16806","ncbi","Platygobiopsis hadiatyae",NA,NA,NA,NA
"16807","ncbi","Platytroctes mirus",NA,NA,NA,NA
"16808","ncbi","Plectobranchus evides","Plectobranchus","Stichaeidae","Perciformes","Actinopteri"
"16809","ncbi","Plectorhinchus albovittatus","Plectorhinchus","Haemulidae","Lutjaniformes","Actinopteri"
"16810","ncbi","Plectorhinchus caeruleonothus","Plectorhinchus","Haemulidae","Lutjaniformes","Actinopteri"
"16811","ncbi","Plectorhinchus chrysotaenia","Plectorhinchus","Haemulidae","Lutjaniformes","Actinopteri"
"16812","ncbi","Plectorhinchus diagrammus","Plectorhinchus","Haemulidae","Lutjaniformes","Actinopteri"
"16813","ncbi","Plectorhinchus faetela",NA,NA,NA,NA
"16814","ncbi","Plectorhinchus lessonii","Plectorhinchus","Haemulidae","Lutjaniformes","Actinopteri"
"16815","ncbi","Plectorhinchus macrospilus","Plectorhinchus","Haemulidae","Lutjaniformes","Actinopteri"
"16816","ncbi","Plectorhinchus multivittatus",NA,NA,NA,NA
"16817","ncbi","Plectorhinchus obscurus",NA,NA,NA,NA
"16818","ncbi","Plectorhinchus picus","Plectorhinchus","Haemulidae","Lutjaniformes","Actinopteri"
"16819","ncbi","Plectorhinchus umbrinus",NA,NA,NA,NA
"16820","ncbi","Plectranthias japonicus","Plectranthias","Serranidae","Perciformes","Actinopteri"
"16821","ncbi","Plectranthias jothyi",NA,NA,NA,NA
"16822","ncbi","Plectranthias klausewitzi",NA,NA,NA,NA
"16823","ncbi","Plectranthias lasti",NA,NA,NA,NA
"16824","ncbi","Plectranthias maculicauda","Plectranthias","Serranidae","Perciformes","Actinopteri"
"16825","ncbi","Plectranthias megalepis",NA,NA,NA,NA
"16826","ncbi","Plectranthias nazcae",NA,NA,NA,NA
"16827","ncbi","Plectranthias parini",NA,NA,NA,NA
"16828","ncbi","Plectranthias polygonius","Plectranthias","Serranidae","Perciformes","Actinopteri"
"16829","ncbi","Plectranthias robertsi",NA,NA,NA,NA
"16830","ncbi","Plectranthias sagamiensis","Plectranthias","Serranidae","Perciformes","Actinopteri"
"16831","ncbi","Plectranthias sheni","Plectranthias","Serranidae","Perciformes","Actinopteri"
"16832","ncbi","Plectranthias wheeleri","Plectranthias","Serranidae","Perciformes","Actinopteri"
"16833","ncbi","Plectranthias whiteheadi",NA,NA,NA,NA
"16834","ncbi","Plectranthias xanthomaculatus",NA,NA,NA,NA
"16835","ncbi","Plectrogenium barsukovi",NA,NA,NA,NA
"16836","ncbi","Plectroglyphidodon flaviventris",NA,NA,NA,NA
"16837","ncbi","Plectroglyphidodon imparipennis","Plectroglyphidodon","Pomacentridae",NA,"Actinopteri"
"16838","ncbi","Plectroglyphidodon johnstonianus","Plectroglyphidodon","Pomacentridae",NA,"Actinopteri"
"16839","ncbi","Plectroglyphidodon sagmarius","Plectroglyphidodon","Pomacentridae",NA,"Actinopteri"
"16840","ncbi","Plesienchelys stehmanni",NA,NA,NA,NA
"16841","ncbi","Plesiops auritus",NA,NA,NA,NA
"16842","ncbi","Plesiops cephalotaenia","Plesiops","Plesiopidae",NA,"Actinopteri"
"16843","ncbi","Plesiops facicavus",NA,NA,NA,NA
"16844","ncbi","Plesiops genaricus",NA,NA,NA,NA
"16845","ncbi","Plesiops gracilis",NA,NA,NA,NA
"16846","ncbi","Plesiops insularis",NA,NA,NA,NA
"16847","ncbi","Plesiops oxycephalus","Plesiops","Plesiopidae",NA,"Actinopteri"
"16848","ncbi","Plesiops polydactylus",NA,NA,NA,NA
"16849","ncbi","Plesiops verecundus","Plesiops","Plesiopidae",NA,"Actinopteri"
"16850","ncbi","Pleurogrammus monopterygius","Pleurogrammus","Hexagrammidae","Perciformes","Actinopteri"
"16851","ncbi","Pleuronectes putnami",NA,NA,NA,NA
"16852","ncbi","Pleuronichthys japonicus","Pleuronichthys","Pleuronectidae","Pleuronectiformes","Actinopteri"
"16853","ncbi","Pleuroscopus pseudodorsalis","Pleuroscopus","Uranoscopidae","Uranoscopiformes","Actinopteri"
"16854","ncbi","Pleurosicya carolinensis",NA,NA,NA,NA
"16855","ncbi","Pleurosicya elongata",NA,NA,NA,NA
"16856","ncbi","Pleurosicya larsonae",NA,NA,NA,NA
"16857","ncbi","Pleurosicya occidentalis",NA,NA,NA,NA
"16858","ncbi","Pleurosicya prognatha","Pleurosicya","Gobiidae","Gobiiformes","Actinopteri"
"16859","ncbi","Pleurosicya sinaia",NA,NA,NA,NA
"16860","ncbi","Pleurosicya spongicola",NA,NA,NA,NA
"16861","ncbi","Plicofollis layardi","Plicofollis","Ariidae","Siluriformes","Actinopteri"
"16862","ncbi","Plicofollis polystaphylodon","Plicofollis","Ariidae","Siluriformes","Actinopteri"
"16863","ncbi","Plicofollis tonggol","Plicofollis","Ariidae","Siluriformes","Actinopteri"
"16864","ncbi","Plicomugil labiosus","Oedalechilus","Mugilidae","Mugiliformes","Actinopteri"
"16865","ncbi","Plotosus abbreviatus",NA,NA,NA,NA
"16866","ncbi","Plotosus fisadoha",NA,NA,NA,NA
"16867","ncbi","Plotosus japonicus","Plotosus","Plotosidae","Siluriformes","Actinopteri"
"16868","ncbi","Plotosus limbatus","Plotosus","Plotosidae","Siluriformes","Actinopteri"
"16869","ncbi","Plotosus nhatrangensis",NA,NA,NA,NA
"16870","ncbi","Plotosus nkunga","Plotosus","Plotosidae","Siluriformes","Actinopteri"
"16871","ncbi","Podothecus hamlini",NA,NA,NA,NA
"16872","ncbi","Podothecus sturioides","Podothecus","Agonidae","Perciformes","Actinopteri"
"16873","ncbi","Podothecus veternus","Podothecus","Agonidae","Perciformes","Actinopteri"
"16874","ncbi","Poecilia latipinna","Poecilia","Poeciliidae","Cyprinodontiformes","Actinopteri"
"16875","ncbi","Poeciloconger kapala","Ariosoma","Congridae","Anguilliformes","Actinopteri"
"16876","ncbi","Pogoneleotris heterolepis",NA,NA,NA,NA
"16877","ncbi","Pogonolycus elegans",NA,NA,NA,NA
"16878","ncbi","Pogonolycus marinae",NA,NA,NA,NA
"16879","ncbi","Pogonophryne albipinna","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16880","ncbi","Pogonophryne bellingshausenensis","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16881","ncbi","Pogonophryne brevibarbata","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16882","ncbi","Pogonophryne cerebropogon","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16883","ncbi","Pogonophryne dewitti",NA,NA,NA,NA
"16884","ncbi","Pogonophryne eakini","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16885","ncbi","Pogonophryne favosa",NA,NA,NA,NA
"16886","ncbi","Pogonophryne fusca","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16887","ncbi","Pogonophryne immaculata","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16888","ncbi","Pogonophryne lanceobarbata",NA,NA,NA,NA
"16889","ncbi","Pogonophryne macropogon","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16890","ncbi","Pogonophryne maculiventrata",NA,NA,NA,NA
"16891","ncbi","Pogonophryne mentella","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16892","ncbi","Pogonophryne neyelovi","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16893","ncbi","Pogonophryne orangiensis","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16894","ncbi","Pogonophryne pavlovi",NA,NA,NA,NA
"16895","ncbi","Pogonophryne platypogon",NA,NA,NA,NA
"16896","ncbi","Pogonophryne sarmentifera",NA,NA,NA,NA
"16897","ncbi","Pogonophryne scotti","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16898","ncbi","Pogonophryne skorai","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16899","ncbi","Pogonophryne squamibarbata","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16900","ncbi","Pogonophryne tronio","Pogonophryne","Artedidraconidae","Perciformes","Actinopteri"
"16901","ncbi","Polyacanthonotus africanus",NA,NA,NA,NA
"16902","ncbi","Polydactylus longipes",NA,NA,NA,NA
"16903","ncbi","Polydactylus macrochir","Polydactylus","Polynemidae",NA,"Actinopteri"
"16904","ncbi","Polydactylus malagasyensis","Polydactylus","Polynemidae",NA,"Actinopteri"
"16905","ncbi","Polydactylus mullani","Polydactylus","Polynemidae",NA,"Actinopteri"
"16906","ncbi","Polydactylus nigripinnis","Polydactylus","Polynemidae",NA,"Actinopteri"
"16907","ncbi","Polydactylus siamensis",NA,NA,NA,NA
"16908","ncbi","Polynemus dubius","Polynemus","Polynemidae",NA,"Actinopteri"
"16909","ncbi","Polypera greeni","Polypera","Liparidae","Perciformes","Actinopteri"
"16910","ncbi","Polypera simushirae",NA,NA,NA,NA
"16911","ncbi","Polysteganus lineopunctatus",NA,NA,NA,NA
"16912","ncbi","Pomacentrus adelus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16913","ncbi","Pomacentrus agassizii","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16914","ncbi","Pomacentrus albiaxillaris","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16915","ncbi","Pomacentrus albicaudatus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16916","ncbi","Pomacentrus albimaculus",NA,NA,NA,NA
"16917","ncbi","Pomacentrus alexanderae","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16918","ncbi","Pomacentrus alleni","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16919","ncbi","Pomacentrus aquilus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16920","ncbi","Pomacentrus arabicus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16921","ncbi","Pomacentrus armillatus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16922","ncbi","Pomacentrus atriaxillaris",NA,NA,NA,NA
"16923","ncbi","Pomacentrus aurifrons","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16924","ncbi","Pomacentrus auriventris","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16925","ncbi","Pomacentrus australis","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16926","ncbi","Pomacentrus azuremaculatus",NA,NA,NA,NA
"16927","ncbi","Pomacentrus baenschi","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16928","ncbi","Pomacentrus bellipictus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16929","ncbi","Pomacentrus bintanensis",NA,NA,NA,NA
"16930","ncbi","Pomacentrus bipunctatus",NA,NA,NA,NA
"16931","ncbi","Pomacentrus brachialis","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16932","ncbi","Pomacentrus burroughi","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16933","ncbi","Pomacentrus caeruleopunctatus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16934","ncbi","Pomacentrus caeruleus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16935","ncbi","Pomacentrus cheraphilus",NA,NA,NA,NA
"16936","ncbi","Pomacentrus coelestis","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16937","ncbi","Pomacentrus colini",NA,NA,NA,NA
"16938","ncbi","Pomacentrus cuneatus",NA,NA,NA,NA
"16939","ncbi","Pomacentrus emarginatus",NA,NA,NA,NA
"16940","ncbi","Pomacentrus fakfakensis",NA,NA,NA,NA
"16941","ncbi","Pomacentrus flavioculus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16942","ncbi","Pomacentrus flavoaxillaris","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16943","ncbi","Pomacentrus geminospilus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16944","ncbi","Pomacentrus grammorhynchus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16945","ncbi","Pomacentrus imitator","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16946","ncbi","Pomacentrus indicus",NA,NA,NA,NA
"16947","ncbi","Pomacentrus javanicus",NA,NA,NA,NA
"16948","ncbi","Pomacentrus komodoensis",NA,NA,NA,NA
"16949","ncbi","Pomacentrus lepidogenys","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16950","ncbi","Pomacentrus leptus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16951","ncbi","Pomacentrus limosus",NA,NA,NA,NA
"16952","ncbi","Pomacentrus littoralis","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16953","ncbi","Pomacentrus magniseptus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16954","ncbi","Pomacentrus micronesicus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16955","ncbi","Pomacentrus microspilus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16956","ncbi","Pomacentrus moluccensis","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16957","ncbi","Pomacentrus nigriradiatus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16958","ncbi","Pomacentrus nigromanus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16959","ncbi","Pomacentrus opisthostigma",NA,NA,NA,NA
"16960","ncbi","Pomacentrus pikei",NA,NA,NA,NA
"16961","ncbi","Pomacentrus polyspinus",NA,NA,NA,NA
"16962","ncbi","Pomacentrus proteus",NA,NA,NA,NA
"16963","ncbi","Pomacentrus reidi","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16964","ncbi","Pomacentrus rodriguesensis",NA,NA,NA,NA
"16965","ncbi","Pomacentrus saksonoi",NA,NA,NA,NA
"16966","ncbi","Pomacentrus similis","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16967","ncbi","Pomacentrus simsiang",NA,NA,NA,NA
"16968","ncbi","Pomacentrus spilotoceps","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16969","ncbi","Pomacentrus stigma","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16970","ncbi","Pomacentrus sulfureus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16971","ncbi","Pomacentrus trichrourus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16972","ncbi","Pomacentrus trilineatus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16973","ncbi","Pomacentrus vatosoa","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16974","ncbi","Pomacentrus xanthosternus","Pomacentrus","Pomacentridae",NA,"Actinopteri"
"16975","ncbi","Pomachromis exilis",NA,NA,NA,NA
"16976","ncbi","Pomachromis fuscidorsalis","Pomachromis","Pomacentridae",NA,"Actinopteri"
"16977","ncbi","Pomachromis guamensis",NA,NA,NA,NA
"16978","ncbi","Pomachromis richardsoni","Pomachromis","Pomacentridae",NA,"Actinopteri"
"16979","ncbi","Pomadasys andamanensis","Pomadasys","Haemulidae","Lutjaniformes","Actinopteri"
"16980","ncbi","Pomadasys auritus",NA,NA,NA,NA
"16981","ncbi","Pomadasys bayanus",NA,NA,NA,NA
"16982","ncbi","Pomadasys bipunctatus",NA,NA,NA,NA
"16983","ncbi","Pomadasys suillus",NA,NA,NA,NA
"16984","ncbi","Pomadasys trifasciatus",NA,NA,NA,NA
"16985","ncbi","Pomadasys unimaculatus",NA,NA,NA,NA
"16986","ncbi","Pomatoschistus flavescens",NA,NA,NA,NA
"16987","ncbi","Pomatoschistus nanus","Pomatoschistus","Gobiidae","Gobiiformes","Actinopteri"
"16988","ncbi","Pontinus corallinus",NA,NA,NA,NA
"16989","ncbi","Pontinus tentacularis",NA,NA,NA,NA
"16990","ncbi","Porichthys kymosemeum",NA,NA,NA,NA
"16991","ncbi","Poroclinus rothrocki","Poroclinus","Stichaeidae","Perciformes","Actinopteri"
"16992","ncbi","Porocottus allisi","Porocottus","Cottidae","Perciformes","Actinopteri"
"16993","ncbi","Porocottus camtschaticus","Porocottus","Cottidae","Perciformes","Actinopteri"
"16994","ncbi","Porocottus coronatus","Porocottus","Cottidae","Perciformes","Actinopteri"
"16995","ncbi","Porocottus japonicus","Porocottus","Cottidae","Perciformes","Actinopteri"
"16996","ncbi","Porocottus leptosomus","Porocottus","Cottidae","Perciformes","Actinopteri"
"16997","ncbi","Porocottus mednius",NA,NA,NA,NA
