"","db","query","genus","family","order","class"
"16366","ncbi","Paraliparis membranaceus",NA,NA,NA,NA
"16367","ncbi","Paraliparis mentikoilon",NA,NA,NA,NA
"16368","ncbi","Paraliparis mento",NA,NA,NA,NA
"16369","ncbi","Paraliparis meridionalis","Paraliparis","Liparidae","Perciformes","Actinopteri"
"16370","ncbi","Paraliparis merodontus",NA,NA,NA,NA
"16371","ncbi","Paraliparis mexicanus",NA,NA,NA,NA
"16372","ncbi","Paraliparis molinai",NA,NA,NA,NA
"16373","ncbi","Paraliparis monoporus",NA,NA,NA,NA
"16374","ncbi","Paraliparis nassarum",NA,NA,NA,NA
"16375","ncbi","Paraliparis neelovi","Paraliparis","Liparidae","Perciformes","Actinopteri"
"16376","ncbi","Paraliparis nigrolineatus",NA,NA,NA,NA
"16377","ncbi","Paraliparis nullansa",NA,NA,NA,NA
"16378","ncbi","Paraliparis obtusirostris",NA,NA,NA,NA
"16379","ncbi","Paraliparis orbitalis",NA,NA,NA,NA
"16380","ncbi","Paraliparis parviradialis",NA,NA,NA,NA
"16381","ncbi","Paraliparis paucidens","Paraliparis","Liparidae","Perciformes","Actinopteri"
"16382","ncbi","Paraliparis pearcyi",NA,NA,NA,NA
"16383","ncbi","Paraliparis pectoralis","Paraliparis","Liparidae","Perciformes","Actinopteri"
"16384","ncbi","Paraliparis penicillus","Paraliparis","Liparidae","Perciformes","Actinopteri"
"16385","ncbi","Paraliparis piceus",NA,NA,NA,NA
"16386","ncbi","Paraliparis plicatus",NA,NA,NA,NA
"16387","ncbi","Paraliparis porcus",NA,NA,NA,NA
"16388","ncbi","Paraliparis posteroporus",NA,NA,NA,NA
"16389","ncbi","Paraliparis pseudokreffti",NA,NA,NA,NA
"16390","ncbi","Paraliparis retrodorsalis",NA,NA,NA,NA
"16391","ncbi","Paraliparis rosaceus","Paraliparis","Liparidae","Perciformes","Actinopteri"
"16392","ncbi","Paraliparis rossi",NA,NA,NA,NA
"16393","ncbi","Paraliparis ruficometes","Paraliparis","Liparidae","Perciformes","Actinopteri"
"16394","ncbi","Paraliparis skeliphrus",NA,NA,NA,NA
"16395","ncbi","Paraliparis somovi",NA,NA,NA,NA
"16396","ncbi","Paraliparis stehmanni",NA,NA,NA,NA
"16397","ncbi","Paraliparis tangaroa",NA,NA,NA,NA
"16398","ncbi","Paraliparis tasmaniensis",NA,NA,NA,NA
"16399","ncbi","Paraliparis tetrapteryx",NA,NA,NA,NA
"16400","ncbi","Paraliparis thalassobathyalis","Paraliparis","Liparidae","Perciformes","Actinopteri"
"16401","ncbi","Paraliparis trunovi",NA,NA,NA,NA
"16402","ncbi","Paraliparis ulochir","Paraliparis","Liparidae","Perciformes","Actinopteri"
"16403","ncbi","Paraliparis vaillanti",NA,NA,NA,NA
"16404","ncbi","Paraliparis variabilidens","Paraliparis","Liparidae","Perciformes","Actinopteri"
"16405","ncbi","Paraliparis violaceus",NA,NA,NA,NA
"16406","ncbi","Paraliparis vipera",NA,NA,NA,NA
"16407","ncbi","Paraliparis voroninorum",NA,NA,NA,NA
"16408","ncbi","Paraliparis wolffi",NA,NA,NA,NA
"16409","ncbi","Paramonacanthus cryptodon",NA,NA,NA,NA
"16410","ncbi","Paramonacanthus curtorhynchos",NA,NA,NA,NA
"16411","ncbi","Paranotothenia dewitti",NA,NA,NA,NA
"16412","ncbi","Parapercis albipinna",NA,NA,NA,NA
"16413","ncbi","Parapercis albiventer",NA,NA,NA,NA
"16414","ncbi","Parapercis allporti","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16415","ncbi","Parapercis altipinnis",NA,NA,NA,NA
"16416","ncbi","Parapercis aurantiaca","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16417","ncbi","Parapercis australis","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16418","ncbi","Parapercis banoni",NA,NA,NA,NA
"16419","ncbi","Parapercis basimaculata",NA,NA,NA,NA
"16420","ncbi","Parapercis bicoloripes","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16421","ncbi","Parapercis bimacula",NA,NA,NA,NA
"16422","ncbi","Parapercis binivirgata","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16423","ncbi","Parapercis binotata","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16424","ncbi","Parapercis biordinis",NA,NA,NA,NA
"16425","ncbi","Parapercis caudopellucida",NA,NA,NA,NA
"16426","ncbi","Parapercis colemani",NA,NA,NA,NA
"16427","ncbi","Parapercis compressa",NA,NA,NA,NA
"16428","ncbi","Parapercis cylindrica","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16429","ncbi","Parapercis decemfasciata","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16430","ncbi","Parapercis diagonalis",NA,NA,NA,NA
"16431","ncbi","Parapercis diplospilus","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16432","ncbi","Parapercis dockinsi",NA,NA,NA,NA
"16433","ncbi","Parapercis dongshaensis",NA,NA,NA,NA
"16434","ncbi","Parapercis filamentosa","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16435","ncbi","Parapercis flavescens",NA,NA,NA,NA
"16436","ncbi","Parapercis flavipinna","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16437","ncbi","Parapercis flavolabiata",NA,NA,NA,NA
"16438","ncbi","Parapercis flavolineata",NA,NA,NA,NA
"16439","ncbi","Parapercis fuscolineata",NA,NA,NA,NA
"16440","ncbi","Parapercis gilliesii","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16441","ncbi","Parapercis haackei","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16442","ncbi","Parapercis hexophtalma","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16443","ncbi","Parapercis hoi","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16444","ncbi","Parapercis kamoharai","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16445","ncbi","Parapercis katoi",NA,NA,NA,NA
"16446","ncbi","Parapercis kentingensis","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16447","ncbi","Parapercis lata",NA,NA,NA,NA
"16448","ncbi","Parapercis lineopunctata","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16449","ncbi","Parapercis lutevittata","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16450","ncbi","Parapercis macrophthalma","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16451","ncbi","Parapercis maculata","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16452","ncbi","Parapercis maramara",NA,NA,NA,NA
"16453","ncbi","Parapercis maritzi","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16454","ncbi","Parapercis moki",NA,NA,NA,NA
"16455","ncbi","Parapercis multifasciata","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16456","ncbi","Parapercis multiplicata","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16457","ncbi","Parapercis muronis","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16458","ncbi","Parapercis natator",NA,NA,NA,NA
"16459","ncbi","Parapercis nebulosa","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16460","ncbi","Parapercis nigrodorsalis","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16461","ncbi","Parapercis okamurai",NA,NA,NA,NA
"16462","ncbi","Parapercis pacifica","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16463","ncbi","Parapercis phenax","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16464","ncbi","Parapercis pulchella","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16465","ncbi","Parapercis punctata",NA,NA,NA,NA
"16466","ncbi","Parapercis punctulata","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16467","ncbi","Parapercis queenslandica","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16468","ncbi","Parapercis ramsayi","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16469","ncbi","Parapercis randalli","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16470","ncbi","Parapercis robinsoni","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16471","ncbi","Parapercis roseoviridis",NA,NA,NA,NA
"16472","ncbi","Parapercis rubricaudalis","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16473","ncbi","Parapercis rubromaculata","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16474","ncbi","Parapercis rufa",NA,NA,NA,NA
"16475","ncbi","Parapercis sagma",NA,NA,NA,NA
"16476","ncbi","Parapercis schauinslandii","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16477","ncbi","Parapercis sexfasciata","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16478","ncbi","Parapercis sexlorata",NA,NA,NA,NA
"16479","ncbi","Parapercis shaoi","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16480","ncbi","Parapercis simulata",NA,NA,NA,NA
"16481","ncbi","Parapercis snyderi","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16482","ncbi","Parapercis soliorta","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16483","ncbi","Parapercis stricticeps",NA,NA,NA,NA
"16484","ncbi","Parapercis tetracantha","Parapercis","Pinguipedidae","Uranoscopiformes","Actinopteri"
"16485","ncbi","Parapercis vittafrons",NA,NA,NA,NA
"16486","ncbi","Parapercis xanthogramma",NA,NA,NA,NA
"16487","ncbi","Paraplagusia blochii","Paraplagusia","Cynoglossidae","Pleuronectiformes","Actinopteri"
"16488","ncbi","Paraplesiops alisonae",NA,NA,NA,NA
"16489","ncbi","Paraplesiops bleekeri",NA,NA,NA,NA
"16490","ncbi","Paraplesiops meleagris",NA,NA,NA,NA
"16491","ncbi","Paraplesiops poweri",NA,NA,NA,NA
"16492","ncbi","Paraplesiops sinclairi",NA,NA,NA,NA
"16493","ncbi","Paraploactis hongkongiensis",NA,NA,NA,NA
"16494","ncbi","Paraploactis intonsa",NA,NA,NA,NA
"16495","ncbi","Paraploactis kagoshimensis","Paraploactis","Aploactinidae","Perciformes","Actinopteri"
"16496","ncbi","Paraploactis obbesi",NA,NA,NA,NA
"16497","ncbi","Paraploactis pulvinus",NA,NA,NA,NA
"16498","ncbi","Paraploactis taprobanensis",NA,NA,NA,NA
"16499","ncbi","Paraploactis trachyderma",NA,NA,NA,NA
"16500","ncbi","Paraplotosus albilabris","Paraplotosus","Plotosidae","Siluriformes","Actinopteri"
"16501","ncbi","Paraplotosus butleri",NA,NA,NA,NA
"16502","ncbi","Paraplotosus muelleri",NA,NA,NA,NA
"16503","ncbi","Parapolynemus verekeri","Parapolynemus","Polynemidae",NA,"Actinopteri"
"16504","ncbi","Parapriacanthus argenteus",NA,NA,NA,NA
"16505","ncbi","Parapriacanthus darros",NA,NA,NA,NA
"16506","ncbi","Parapriacanthus dispar",NA,NA,NA,NA
"16507","ncbi","Parapriacanthus elongatus","Parapriacanthus","Pempheridae","Pempheriformes","Actinopteri"
"16508","ncbi","Parapriacanthus guentheri",NA,NA,NA,NA
"16509","ncbi","Parapriacanthus kwazulu",NA,NA,NA,NA
"16510","ncbi","Parapriacanthus marei",NA,NA,NA,NA
"16511","ncbi","Parapriacanthus punctulatus",NA,NA,NA,NA
"16512","ncbi","Parapriacanthus rahah",NA,NA,NA,NA
"16513","ncbi","Pempheris rapa","Pempheris","Pempheridae","Pempheriformes","Actinopteri"
"16514","ncbi","Pempheris rhomboidea","Pempheris","Pempheridae","Pempheriformes","Actinopteri"
"16515","ncbi","Pempheris rochai",NA,NA,NA,NA
"16516","ncbi","Pempheris rubricauda",NA,NA,NA,NA
"16517","ncbi","Pempheris sarayu",NA,NA,NA,NA
"16518","ncbi","Pempheris schreineri",NA,NA,NA,NA
"16519","ncbi","Pempheris schwenkii","Pempheris","Pempheridae","Pempheriformes","Actinopteri"
"16520","ncbi","Pempheris sergey",NA,NA,NA,NA
"16521","ncbi","Pempheris shimoni",NA,NA,NA,NA
"16522","ncbi","Pempheris shirleen",NA,NA,NA,NA
"16523","ncbi","Pempheris smithorum",NA,NA,NA,NA
"16524","ncbi","Pempheris tau",NA,NA,NA,NA
"16525","ncbi","Pempheris ternay",NA,NA,NA,NA
"16526","ncbi","Pempheris tilman",NA,NA,NA,NA
"16527","ncbi","Pempheris tiran",NA,NA,NA,NA
"16528","ncbi","Pempheris tominagai","Pempheris","Pempheridae","Pempheriformes","Actinopteri"
"16529","ncbi","Pempheris trinco",NA,NA,NA,NA
"16530","ncbi","Pempheris ufuagari",NA,NA,NA,NA
"16531","ncbi","Pempheris viridis",NA,NA,NA,NA
"16532","ncbi","Pempheris wilsoni",NA,NA,NA,NA
"16533","ncbi","Pempheris xanthomma",NA,NA,NA,NA
"16534","ncbi","Pempheris ypsilychnus",NA,NA,NA,NA
"16535","ncbi","Pempheris zajonzi",NA,NA,NA,NA
"16536","ncbi","Pentaceropsis recurvirostris","Pentaceropsis","Pentacerotidae","Pempheriformes","Actinopteri"
"16537","ncbi","Pentaceros quinquespinis",NA,NA,NA,NA
"16538","ncbi","Pentaceros richardsoni","Pseudopentaceros","Pentacerotidae","Pempheriformes","Actinopteri"
"16539","ncbi","Pentaceros wheeleri","Pentaceros","Pentacerotidae","Pempheriformes","Actinopteri"
"16540","ncbi","Pentapodus bifasciatus","Pentapodus","Nemipteridae","Spariformes","Actinopteri"
"16541","ncbi","Pentapodus komodoensis",NA,NA,NA,NA
"16542","ncbi","Pentapodus numberii",NA,NA,NA,NA
"16543","ncbi","Pentapodus paradiseus","Pentapodus","Nemipteridae","Spariformes","Actinopteri"
"16544","ncbi","Parapriacanthus ransonneti","Parapriacanthus","Pempheridae","Pempheriformes","Actinopteri"
"16545","ncbi","Parapriacanthus sharm",NA,NA,NA,NA
"16546","ncbi","Parapristipoma macrops",NA,NA,NA,NA
"16547","ncbi","Parasciadonus pauciradiatus",NA,NA,NA,NA
"16548","ncbi","Parascolopsis akatamae","Parascolopsis","Nemipteridae","Spariformes","Actinopteri"
"16549","ncbi","Parascolopsis melanophrys","Parascolopsis","Nemipteridae","Spariformes","Actinopteri"
"16550","ncbi","Parascolopsis qantasi",NA,NA,NA,NA
"16551","ncbi","Parascolopsis rufomaculata",NA,NA,NA,NA
"16552","ncbi","Parascolopsis tanyactis",NA,NA,NA,NA
"16553","ncbi","Parascolopsis tosensis","Parascolopsis","Nemipteridae","Spariformes","Actinopteri"
"16554","ncbi","Parascombrops analis","Parascombrops","Acropomatidae","Pempheriformes","Actinopteri"
"16555","ncbi","Parascombrops argyreus",NA,NA,NA,NA
"16556","ncbi","Parascombrops glossodon",NA,NA,NA,NA
"16557","ncbi","Parascombrops madagascariensis",NA,NA,NA,NA
"16558","ncbi","Parascombrops mochizukii",NA,NA,NA,NA
"16559","ncbi","Parascombrops nakayamai","Parascombrops","Acropomatidae","Pempheriformes","Actinopteri"
"16560","ncbi","Parascombrops ohei",NA,NA,NA,NA
"16561","ncbi","Parascombrops parvidens",NA,NA,NA,NA
"16562","ncbi","Parascombrops pellucidus",NA,NA,NA,NA
"16563","ncbi","Parascombrops philippinensis",NA,NA,NA,NA
"16564","ncbi","Parascombrops serratospinosus","Parascombrops","Acropomatidae","Pempheriformes","Actinopteri"
"16565","ncbi","Parascombrops spinosus",NA,NA,NA,NA
"16566","ncbi","Parascombrops yamanouei",NA,NA,NA,NA
"16567","ncbi","Parascorpaena bandanensis",NA,NA,NA,NA
"16568","ncbi","Parascorpaena maculipinnis",NA,NA,NA,NA
"16569","ncbi","Parascorpis typus","Parascorpis","Parascorpididae",NA,"Actinopteri"
"16570","ncbi","Parataeniophorus bertelseni",NA,NA,NA,NA
"16571","ncbi","Parataeniophorus gulosus","Parataeniophorus","Cetomimidae","Beryciformes","Actinopteri"
"16572","ncbi","Paratriacanthodes abei",NA,NA,NA,NA
"16573","ncbi","Paratriacanthodes retrospinis","Paratriacanthodes","Triacanthodidae","Tetraodontiformes","Actinopteri"
"16574","ncbi","Paratrimma nigrimenta",NA,NA,NA,NA
"16575","ncbi","Paratrimma urospila",NA,NA,NA,NA
"16576","ncbi","Parazanclistius hutchinsi","Parazanclistius","Pentacerotidae","Pempheriformes","Actinopteri"
"16577","ncbi","Parequula elongata","Parequula","Gerreidae","Gerreiformes","Actinopteri"
"16578","ncbi","Parexocoetus brachypterus","Parexocoetus","Exocoetidae","Beloniformes","Actinopteri"
"16579","ncbi","Paricelinus hopliticus",NA,NA,NA,NA
"16580","ncbi","Parioglossus dotui","Parioglossus","Gobiidae","Gobiiformes","Actinopteri"
"16581","ncbi","Parioglossus galzini",NA,NA,NA,NA
"16582","ncbi","Parioglossus senoui","Parioglossus","Gobiidae","Gobiiformes","Actinopteri"
"16583","ncbi","Parioglossus sinensis",NA,NA,NA,NA
"16584","ncbi","Parioglossus winterbottomi",NA,NA,NA,NA
"16585","ncbi","Parkraemeria ornata",NA,NA,NA,NA
"16586","ncbi","Parkraemeria rhinoceros",NA,NA,NA,NA
"16587","ncbi","Parma alboscapularis","Parma","Pomacentridae",NA,"Actinopteri"
"16588","ncbi","Parma bicolor",NA,NA,NA,NA
"16589","ncbi","Parma kermadecensis",NA,NA,NA,NA
"16590","ncbi","Parma mccullochi","Parma","Pomacentridae",NA,"Actinopteri"
"16591","ncbi","Parma microlepis","Parma","Pomacentridae",NA,"Actinopteri"
"16592","ncbi","Parma occidentalis","Parma","Pomacentridae",NA,"Actinopteri"
"16593","ncbi","Parma oligolepis","Parma","Pomacentridae",NA,"Actinopteri"
"16594","ncbi","Parma unifasciata",NA,NA,NA,NA
"16595","ncbi","Parupeneus biaculeatus","Parupeneus","Mullidae","Syngnathiformes","Actinopteri"
"16596","ncbi","Parupeneus inayatae","Parupeneus","Mullidae","Syngnathiformes","Actinopteri"
"16597","ncbi","Parupeneus orientalis",NA,NA,NA,NA
"16598","ncbi","Parupeneus sinai",NA,NA,NA,NA
"16599","ncbi","Parupeneus williamsi",NA,NA,NA,NA
"16600","ncbi","Parvicrepis parvipinnis","Parvicrepis","Gobiesocidae","Blenniiformes","Actinopteri"
"16601","ncbi","Pascua caudilinea",NA,NA,NA,NA
"16602","ncbi","Pascua sticta",NA,NA,NA,NA
"16603","ncbi","Pataecus fronto","Pataecus","Pataecidae","Perciformes","Actinopteri"
"16604","ncbi","Patagolycus melastomus",NA,NA,NA,NA
"16605","ncbi","Patagonotothen brevicauda","Patagonotothen","Nototheniidae","Perciformes","Actinopteri"
"16606","ncbi","Patagonotothen canina","Patagonotothen","Nototheniidae","Perciformes","Actinopteri"
"16607","ncbi","Patagonotothen elegans","Patagonotothen","Nototheniidae","Perciformes","Actinopteri"
"16608","ncbi","Patagonotothen guntheri","Patagonotothen","Nototheniidae","Perciformes","Actinopteri"
"16609","ncbi","Patagonotothen jordani","Patagonotothen","Nototheniidae","Perciformes","Actinopteri"
"16610","ncbi","Patagonotothen longipes","Patagonotothen","Nototheniidae","Perciformes","Actinopteri"
"16611","ncbi","Patagonotothen shagensis",NA,NA,NA,NA
"16612","ncbi","Patagonotothen sima","Patagonotothen","Nototheniidae","Perciformes","Actinopteri"
"16613","ncbi","Patagonotothen squamiceps","Patagonotothen","Nototheniidae","Perciformes","Actinopteri"
"16614","ncbi","Patagonotothen wiltoni","Patagonotothen","Nototheniidae","Perciformes","Actinopteri"
"16615","ncbi","Pectinantus parini",NA,NA,NA,NA
"16616","ncbi","Pegusa triophthalma","Pegusa","Soleidae","Pleuronectiformes","Actinopteri"
"16617","ncbi","Pelates qinglanensis",NA,NA,NA,NA
"16618","ncbi","Peltorhamphus novaezeelandiae","Peltorhamphus","Rhombosoleidae","Pleuronectiformes","Actinopteri"
"16619","ncbi","Peltorhamphus tenuis",NA,NA,NA,NA
"16620","ncbi","Pempheris adspersa",NA,NA,NA,NA
"16621","ncbi","Pempheris adusta","Pempheris","Pempheridae","Pempheriformes","Actinopteri"
"16622","ncbi","Pempheris affinis",NA,NA,NA,NA
"16623","ncbi","Pempheris analis",NA,NA,NA,NA
"16624","ncbi","Pempheris andilana",NA,NA,NA,NA
"16625","ncbi","Pempheris argyrea",NA,NA,NA,NA
"16626","ncbi","Pempheris bexillon",NA,NA,NA,NA
"16627","ncbi","Pempheris bineeshi",NA,NA,NA,NA
"16628","ncbi","Pempheris bruggemanni",NA,NA,NA,NA
"16629","ncbi","Pempheris compressa",NA,NA,NA,NA
"16630","ncbi","Pempheris connelli","Pempheris","Pempheridae","Pempheriformes","Actinopteri"
"16631","ncbi","Pempheris convexa",NA,NA,NA,NA
"16632","ncbi","Pempheris cuprea",NA,NA,NA,NA
"16633","ncbi","Pempheris darvelli",NA,NA,NA,NA
"16634","ncbi","Pempheris eatoni","Pempheris","Pempheridae","Pempheriformes","Actinopteri"
"16635","ncbi","Pempheris ellipse",NA,NA,NA,NA
"16636","ncbi","Pempheris familia",NA,NA,NA,NA
"16637","ncbi","Pempheris gasparinii",NA,NA,NA,NA
"16638","ncbi","Pempheris hadra",NA,NA,NA,NA
"16639","ncbi","Pempheris heemstraorum",NA,NA,NA,NA
"16640","ncbi","Pempheris hollemani",NA,NA,NA,NA
"16641","ncbi","Pempheris ibo","Pempheris","Pempheridae","Pempheriformes","Actinopteri"
"16642","ncbi","Pempheris japonica","Pempheris","Pempheridae","Pempheriformes","Actinopteri"
"16643","ncbi","Pempheris klunzingeri",NA,NA,NA,NA
"16644","ncbi","Pempheris kruppi",NA,NA,NA,NA
"16645","ncbi","Pempheris kuriamuria",NA,NA,NA,NA
"16646","ncbi","Pempheris leiolepis",NA,NA,NA,NA
"16647","ncbi","Pempheris malabarica","Pempheris","Pempheridae","Pempheriformes","Actinopteri"
"16648","ncbi","Pempheris mangula","Pempheris","Pempheridae","Pempheriformes","Actinopteri"
"16649","ncbi","Pempheris megalops",NA,NA,NA,NA
"16650","ncbi","Pempheris micromma",NA,NA,NA,NA
"16651","ncbi","Pempheris multiradiata","Pempheris","Pempheridae","Pempheriformes","Actinopteri"
"16652","ncbi","Pempheris muscat",NA,NA,NA,NA
"16653","ncbi","Pempheris nesogallica",NA,NA,NA,NA
"16654","ncbi","Pempheris nyctereutes","Pempheris","Pempheridae","Pempheriformes","Actinopteri"
"16655","ncbi","Pempheris orbis",NA,NA,NA,NA
"16656","ncbi","Pempheris ornata",NA,NA,NA,NA
"16657","ncbi","Pempheris otaitensis",NA,NA,NA,NA
"16658","ncbi","Pempheris oualensis","Pempheris","Pempheridae","Pempheriformes","Actinopteri"
"16659","ncbi","Pempheris pathirana",NA,NA,NA,NA
"16660","ncbi","Pempheris peza",NA,NA,NA,NA
"16661","ncbi","Pentapodus porosus",NA,NA,NA,NA
"16662","ncbi","Pentapodus setosus","Pentapodus","Nemipteridae","Spariformes","Actinopteri"
"16663","ncbi","Pentapodus vitta",NA,NA,NA,NA
"16664","ncbi","Peprilus crenulatus","Peprilus","Stromateidae","Scombriformes","Actinopteri"
"16665","ncbi","Peprilus xanthurus","Peprilus","Stromateidae","Scombriformes","Actinopteri"
"16666","ncbi","Percophis brasiliensis","Percophis","Percophidae","Pempheriformes","Actinopteri"
"16667","ncbi","Periophthalmus gracilis","Periophthalmus","Gobiidae","Gobiiformes","Actinopteri"
"16668","ncbi","Periophthalmus modestus","Periophthalmus","Gobiidae","Gobiiformes","Actinopteri"
"16669","ncbi","Periophthalmus pusing",NA,NA,NA,NA
"16670","ncbi","Periophthalmus takita",NA,NA,NA,NA
"16671","ncbi","Periophthalmus variabilis","Periophthalmus","Gobiidae","Gobiiformes","Actinopteri"
"16672","ncbi","Peristedion altipinne",NA,NA,NA,NA
"16673","ncbi","Peristedion barbiger","Peristedion","Peristediidae","Perciformes","Actinopteri"
"16674","ncbi","Peristedion crustosum",NA,NA,NA,NA
"16675","ncbi","Peristedion liorhynchus","Peristedion","Peristediidae","Perciformes","Actinopteri"
"16676","ncbi","Peristedion longicornutum",NA,NA,NA,NA
"16677","ncbi","Peristedion nesium",NA,NA,NA,NA
"16678","ncbi","Peristedion nierstraszi","Peristedion","Peristediidae","Perciformes","Actinopteri"
"16679","ncbi","Peristedion orientale","Peristedion","Peristediidae","Perciformes","Actinopteri"
"16680","ncbi","Peristedion paucibarbiger",NA,NA,NA,NA
"16681","ncbi","Peristedion riversandersoni",NA,NA,NA,NA
"16682","ncbi","Peristrominous dolosus","Peristrominous","Aploactinidae","Perciformes","Actinopteri"
"16683","ncbi","Perryena leucometopon",NA,NA,NA,NA
"16684","ncbi","Persparsia kopua","Persparsia","Platytroctidae","Alepocephaliformes","Actinopteri"
"16685","ncbi","Perulibatrachus aquilonarius","Perulibatrachus","Batrachoididae","Batrachoidiformes","Actinopteri"
"16686","ncbi","Perulibatrachus kilburni",NA,NA,NA,NA
"16687","ncbi","Petalichthys capensis","Petalichthys","Belonidae","Beloniformes","Actinopteri"
"16688","ncbi","Phenacoscorpius eschmeyeri",NA,NA,NA,NA
"16689","ncbi","Phenacoscorpius mccoskeri",NA,NA,NA,NA
"16690","ncbi","Pherallodichthys meshimaensis","Pherallodichthys","Gobiesocidae","Blenniiformes","Actinopteri"
"16691","ncbi","Phaenomonas cooperae",NA,NA,NA,NA
"16692","ncbi","Phallocottus obtusus","Phallocottus","Cottidae","Perciformes","Actinopteri"
"16693","ncbi","Phasmatocottus ctenopterygius","Phasmatocottus","Cottidae","Perciformes","Actinopteri"
"16694","ncbi","Philypnodon macrostomus","Philypnodon","Eleotridae","Gobiiformes","Actinopteri"
"16695","ncbi","Pholidapus dybowskii","Pholidapus","Stichaeidae","Perciformes","Actinopteri"
"16696","ncbi","Pholidichthys anguis",NA,NA,NA,NA
"16697","ncbi","Pholidichthys leucotaenia","Pholidichthys","Pholidichthyidae","Cichliformes","Actinopteri"
"16698","ncbi","Pholidochromis cerasina","Pholidochromis","Pseudochromidae",NA,"Actinopteri"
"16699","ncbi","Pholidochromis marginatus",NA,NA,NA,NA
"16700","ncbi","Pholis clemensi","Pholis","Pholidae","Perciformes","Actinopteri"
"16701","ncbi","Pholis crassispina","Pholis","Pholidae","Perciformes","Actinopteri"
"16702","ncbi","Pholis fangi","Pholis","Pholidae","Perciformes","Actinopteri"
"16703","ncbi","Pholis fasciata","Pholis","Pholidae","Perciformes","Actinopteri"
"16704","ncbi","Pholis laeta","Pholis","Pholidae","Perciformes","Actinopteri"
"16705","ncbi","Pholis nea","Pholis","Pholidae","Perciformes","Actinopteri"
"16706","ncbi","Pholis picta","Pholis","Pholidae","Perciformes","Actinopteri"
"16707","ncbi","Pholis schultzi",NA,NA,NA,NA
"16708","ncbi","Photolateralis antongil",NA,NA,NA,NA
"16709","ncbi","Photolateralis moretoniensis","Photolateralis","Leiognathidae","Chaetodontiformes","Actinopteri"
"16710","ncbi","Photolateralis polyfenestrus",NA,NA,NA,NA
"16711","ncbi","Photolateralis stercorarius","Photolateralis","Leiognathidae","Chaetodontiformes","Actinopteri"
"16712","ncbi","Photonectes banshee",NA,NA,NA,NA
"16713","ncbi","Photopectoralis aureus","Photopectoralis","Leiognathidae","Chaetodontiformes","Actinopteri"
"16714","ncbi","Photopectoralis hataii",NA,NA,NA,NA
"16715","ncbi","Photopectoralis panayensis","Photopectoralis","Leiognathidae","Chaetodontiformes","Actinopteri"
"16716","ncbi","Phoxacromion kaneharai",NA,NA,NA,NA
"16717","ncbi","Phyllophichthus xenodontus",NA,NA,NA,NA
